Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
25,1,14,25,29,20
25,1,7,27,24,15
25,1,8,26,25,14
25,1,8,25,26,15
25,1,7,26,25,16
25,1,8,26,26,17
25,1,9,26,25,18
25,1,9,25,24,19
25,1,8,24,23,20
25,1,9,23,24,19
25,1,10,24,25,18
25,1,10,25,26,19
25,1,10,24,25,20
25,1,11,24,24,21
25,1,10,25,25,20
25,1,10,24,26,21
25,1,10,25,25,22
25,1,10,25,26,21
25,1,11,25,27,22
25,1,11,24,28,21
25,1,12,25,27,22
25,1,13,24,28,21
25,1,14,25,27,20
25,1,14,26,26,21
25,1,14,27,27,22
25,1,13,26,28,21
25,1,14,26,27,20
25,1,13,26,28,19
25,1,14,25,29,20
