Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
5,3,12,18,20,21
5,3,15,15,7,12
5,3,15,16,6,13
5,3,14,17,7,14
5,3,14,16,8,13
5,3,13,17,7,12
5,3,13,16,8,11
5,3,12,17,9,12
5,3,12,18,10,13
5,3,13,19,11,14
5,3,12,18,12,15
5,3,11,19,11,16
5,3,11,19,12,15
5,3,12,18,13,16
5,3,11,19,14,17
5,3,11,19,13,18
5,3,12,18,14,19
5,3,12,19,15,18
5,3,12,18,16,17
5,3,12,18,15,18
5,3,13,19,16,17
5,3,12,20,17,18
5,3,11,20,16,19
5,3,11,19,15,20
5,3,11,20,16,21
5,3,12,21,17,22
5,3,13,20,18,21
5,3,12,19,19,22
5,3,12,18,20,21
