Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
1,0,21,23,28,6
24,1,23,29,27,5
25,0,23,29,28,6
24,0,23,29,27,7
23,0,23,28,28,6
22,0,22,28,27,7
21,0,22,28,28,6
20,0,22,28,27,7
19,0,21,28,28,6
18,0,20,29,27,7
17,0,20,28,28,6
16,0,20,27,27,7
15,0,20,27,28,6
14,0,19,28,27,7
13,0,20,29,28,6
12,0,21,29,27,7
11,0,21,29,28,6
10,0,21,29,27,7
9,0,20,29,28,6
8,0,20,29,27,7
7,0,19,29,28,6
6,0,18,29,27,7
5,0,18,29,28,6
4,0,17,28,27,7
3,0,18,29,28,6
2,0,17,28,27,7
1,0,18,28,28,6
2,0,18,29,27,7
1,0,17,29,28,6
2,0,16,29,27,7
1,0,16,28,28,6
2,0,16,28,27,7
1,0,16,27,28,6
2,0,15,26,27,7
1,0,14,27,28,6
2,0,13,26,27,7
1,0,13,27,28,6
2,0,13,26,27,7
1,0,14,25,28,6
2,0,15,25,27,7
1,0,16,26,28,6
2,0,15,25,27,7
1,0,15,25,28,6
2,0,16,25,27,7
1,0,16,25,28,6
2,0,16,25,27,7
1,0,15,25,28,6
2,0,16,25,27,7
1,0,16,26,28,6
2,0,16,25,27,7
1,0,16,24,28,6
2,0,16,25,27,7
1,0,17,26,28,6
2,0,18,25,27,7
1,0,18,26,28,6
2,0,18,27,27,7
1,0,18,26,28,6
2,0,19,26,27,7
1,0,20,26,28,6
2,0,19,27,27,7
1,0,19,26,28,6
2,0,19,25,27,7
1,0,19,25,28,6
2,0,20,25,27,7
1,0,19,24,28,6
2,0,20,23,27,7
1,0,21,23,28,6
