Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
6,28,13,27,28,25
2,27,8,22,15,20
3,26,9,23,14,21
4,25,8,24,15,20
5,26,9,24,16,21
5,27,10,24,17,20
6,27,9,25,16,21
6,28,8,24,17,20
6,29,8,23,16,21
6,29,8,24,17,22
6,28,9,25,18,23
6,27,9,25,19,24
6,28,10,26,20,25
5,27,11,27,19,26
5,28,12,28,20,25
4,29,11,29,21,26
4,29,11,29,20,27
4,29,10,28,21,26
5,29,9,28,20,27
4,29,8,28,21,26
3,28,7,29,20,27
4,28,6,28,19,28
4,29,7,28,18,29
3,28,7,27,18,29
2,29,7,26,19,28
2,29,8,27,20,27
2,28,9,26,21,28
3,29,8,26,22,29
4,29,9,27,22,29
4,29,10,27,22,29
3,29,10,27,22,29
4,29,11,28,21,28
4,29,10,27,20,29
4,29,10,28,20,29
4,29,9,29,20,29
5,28,9,29,21,28
5,28,9,29,22,27
5,28,9,28,21,28
5,28,10,27,22,27
6,29,11,27,23,26
6,29,10,28,22,27
6,29,11,27,23,28
6,29,12,26,24,29
6,29,13,27,25,28
5,29,14,28,26,29
4,29,14,28,26,29
5,28,15,29,25,28
6,28,15,29,26,27
6,27,14,28,27,26
6,28,13,27,28,25
