Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
25,29,29,11,19,26
26,29,20,13,2,7
25,29,19,14,3,8
26,29,18,14,4,9
25,29,19,15,5,10
26,29,18,16,6,11
25,29,18,15,7,12
26,29,17,14,8,13
25,29,17,14,9,14
26,29,16,14,10,15
25,29,16,13,11,16
26,29,16,12,12,17
25,29,15,13,13,18
26,29,14,14,14,19
25,29,15,13,15,20
26,29,16,14,16,21
25,29,16,13,17,22
26,29,16,14,18,23
25,29,17,15,19,24
26,29,17,14,20,25
25,29,16,13,19,26
26,29,16,13,20,25
25,29,15,13,19,26
26,29,15,13,20,25
25,29,15,14,19,26
26,29,16,14,20,25
25,29,17,14,19,26
26,29,17,14,20,25
25,29,16,14,19,26
26,29,17,14,20,25
25,29,16,14,19,26
26,29,17,15,20,25
25,29,18,14,19,26
26,29,19,15,20,25
25,29,20,14,19,26
26,29,21,15,20,25
25,29,22,15,19,26
26,29,22,15,20,25
25,29,21,14,19,26
26,29,22,14,20,25
25,29,22,14,19,26
26,29,22,15,20,25
25,29,23,15,19,26
26,29,24,14,20,25
25,29,24,14,19,26
26,29,25,14,20,25
25,29,26,14,19,26
26,29,27,13,20,25
25,29,27,13,19,26
26,29,26,12,20,25
25,29,27,12,19,26
26,29,28,12,20,25
25,29,27,12,19,26
26,29,28,12,20,25
25,29,29,11,19,26
