Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
19,27,9,28,29,7
19,27,9,28,14,4
19,27,9,29,15,3
19,27,8,29,16,2
19,27,8,29,15,3
19,27,8,29,16,2
19,27,8,29,17,3
19,27,9,29,18,4
19,27,10,29,19,5
19,27,10,29,18,6
19,27,9,29,19,5
19,27,9,29,20,4
19,27,10,28,21,3
19,27,9,28,20,4
19,27,9,28,21,5
19,27,8,27,20,6
19,27,7,28,21,5
19,27,6,28,20,6
19,27,7,29,21,7
19,27,7,29,20,8
19,27,8,29,21,7
19,27,8,29,22,6
19,27,8,28,23,7
19,27,7,28,22,8
19,27,7,27,23,9
19,27,8,28,22,10
19,27,7,29,21,11
19,27,7,29,22,10
19,27,7,29,23,9
19,27,7,28,22,10
19,27,7,29,23,9
19,27,6,29,24,8
19,27,6,29,25,9
19,27,6,29,24,10
19,27,7,28,23,11
19,27,7,28,22,12
19,27,7,27,23,11
19,27,7,28,24,10
19,27,6,28,25,9
19,27,7,27,26,8
19,27,8,28,25,9
19,27,7,28,26,8
19,27,8,29,27,7
19,27,8,29,28,6
19,27,9,28,29,7
