Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
6,26,23,18,27,13
5,27,18,24,18,4
6,26,19,25,19,5
7,25,19,24,20,6
6,26,18,24,21,7
7,25,17,25,22,8
6,26,18,25,23,9
7,25,17,26,24,10
6,26,16,26,25,11
7,25,15,26,26,12
6,26,14,27,27,13
7,25,13,27,28,12
6,26,14,28,27,13
7,25,15,28,28,12
6,26,14,29,27,13
7,25,14,29,28,12
6,26,14,28,27,13
7,25,15,29,28,12
6,26,15,29,27,13
7,25,15,29,28,12
6,26,15,29,27,13
7,25,15,29,28,12
6,26,15,29,27,13
7,25,15,29,28,12
6,26,16,28,27,13
7,25,16,27,28,12
6,26,16,27,27,13
7,25,16,27,28,12
6,26,17,27,27,13
7,25,17,28,28,12
6,26,18,27,27,13
7,25,17,28,28,12
6,26,17,27,27,13
7,25,18,26,28,12
6,26,18,25,27,13
7,25,18,26,28,12
6,26,18,25,27,13
7,25,18,25,28,12
6,26,19,24,27,13
7,25,18,25,28,12
6,26,19,25,27,13
7,25,19,24,28,12
6,26,19,23,27,13
7,25,19,24,28,12
6,26,18,23,27,13
7,25,18,24,28,12
6,26,19,23,27,13
7,25,18,23,28,12
6,26,18,24,27,13
7,25,19,24,28,12
6,26,19,23,27,13
7,25,18,24,28,12
6,26,17,23,27,13
7,25,17,24,28,12
6,26,16,24,27,13
7,25,16,23,28,12
6,26,17,23,27,13
7,25,18,23,28,12
6,26,17,24,27,13
7,25,17,23,28,12
6,26,18,24,27,13
7,25,17,23,28,12
6,26,17,23,27,13
7,25,18,23,28,12
6,26,17,24,27,13
7,25,17,23,28,12
6,26,18,23,27,13
7,25,19,23,28,12
6,26,20,23,27,13
7,25,21,24,28,12
6,26,21,24,27,13
7,25,22,23,28,12
6,26,23,24,27,13
7,25,22,24,28,12
6,26,23,25,27,13
7,25,22,25,28,12
6,26,21,26,27,13
7,25,20,25,28,12
6,26,19,25,27,13
7,25,18,25,28,12
6,26,17,24,27,13
7,25,18,25,28,12
6,26,19,24,27,13
7,25,19,25,28,12
6,26,19,26,27,13
7,25,19,26,28,12
6,26,18,25,27,13
7,25,18,25,28,12
6,26,17,25,27,13
7,25,18,25,28,12
6,26,17,24,27,13
7,25,18,25,28,12
6,26,18,25,27,13
7,25,19,25,28,12
6,26,20,25,27,13
7,25,21,24,28,12
6,26,20,23,27,13
7,25,19,22,28,12
6,26,19,21,27,13
7,25,19,22,28,12
6,26,20,23,27,13
7,25,21,23,28,12
6,26,22,22,27,13
7,25,22,22,28,12
6,26,22,22,27,13
7,25,23,23,28,12
6,26,22,23,27,13
7,25,21,23,28,12
6,26,22,22,27,13
7,25,23,22,28,12
6,26,24,23,27,13
7,25,23,24,28,12
6,26,23,25,27,13
7,25,23,26,28,12
6,26,22,25,27,13
7,25,23,26,28,12
6,26,23,25,27,13
7,25,23,24,28,12
6,26,24,25,27,13
7,25,23,24,28,12
6,26,22,23,27,13
7,25,23,23,28,12
6,26,24,22,27,13
7,25,23,23,28,12
6,26,22,22,27,13
7,25,21,21,28,12
6,26,22,22,27,13
7,25,22,21,28,12
6,26,23,20,27,13
7,25,23,20,28,12
6,26,23,21,27,13
7,25,24,22,28,12
6,26,23,22,27,13
7,25,22,23,28,12
6,26,22,22,27,13
7,25,22,21,28,12
6,26,21,20,27,13
7,25,20,20,28,12
6,26,21,21,27,13
7,25,22,21,28,12
6,26,22,20,27,13
7,25,22,19,28,12
6,26,23,19,27,13
7,25,22,18,28,12
6,26,23,18,27,13
