Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
16,9,19,14,27,28
5,21,21,18,11,14
6,20,22,19,12,15
7,19,23,19,13,16
8,18,22,19,14,17
9,17,23,20,15,18
10,16,22,19,16,19
11,15,23,18,17,20
12,14,23,18,18,21
13,13,24,17,19,22
14,12,23,16,20,23
15,11,22,15,21,24
15,12,23,14,22,25
16,11,22,13,23,26
16,10,21,14,24,27
16,9,22,13,25,28
15,9,22,14,26,29
16,9,22,15,27,28
15,9,21,16,28,29
16,9,20,17,27,28
15,9,19,17,28,29
16,9,18,17,27,28
15,9,18,16,28,29
16,9,17,16,27,28
15,9,17,15,28,29
16,9,18,14,27,28
15,9,17,13,28,29
16,9,17,12,27,28
15,9,18,13,28,29
16,9,19,14,27,28
