Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
14,10,17,25,29,25
14,10,21,16,16,24
14,10,20,16,15,25
14,10,19,15,14,26
14,10,19,16,15,27
14,10,20,15,16,28
14,10,19,14,15,29
14,10,18,13,14,28
14,10,17,12,15,27
14,10,16,13,16,28
14,10,15,13,17,29
14,10,14,13,16,28
14,10,13,12,17,27
14,10,13,11,18,26
14,10,14,11,19,25
14,10,14,12,20,24
14,10,14,12,19,25
14,10,15,12,20,26
14,10,14,13,21,25
14,10,14,12,22,24
14,10,13,11,23,25
14,10,13,11,22,26
14,10,13,10,23,27
14,10,12,11,24,26
14,10,11,12,23,27
14,10,12,13,22,28
14,10,12,14,23,27
14,10,11,13,24,26
14,10,11,12,23,27
14,10,11,12,24,26
14,10,11,12,23,27
14,10,12,12,22,28
14,10,12,12,21,29
14,10,13,12,22,28
14,10,14,12,21,29
14,10,13,11,21,29
14,10,13,11,20,28
14,10,13,12,21,29
14,10,14,12,21,29
14,10,14,12,22,28
14,10,14,13,23,27
14,10,15,13,24,26
14,10,15,13,23,27
14,10,16,12,24,28
14,10,16,13,23,29
14,10,16,14,22,28
14,10,16,14,23,29
14,10,15,15,23,29
14,10,16,14,22,28
14,10,17,14,23,27
14,10,16,14,22,28
14,10,16,14,23,29
14,10,16,15,24,28
14,10,16,16,23,29
14,10,15,17,22,28
14,10,16,17,23,29
14,10,15,18,22,28
14,10,16,18,21,29
14,10,15,17,20,28
14,10,14,17,21,29
14,10,14,18,20,28
14,10,14,18,21,27
14,10,13,18,20,28
14,10,14,18,21,27
14,10,15,19,22,26
14,10,15,19,23,25
14,10,16,18,22,26
14,10,16,19,23,27
14,10,15,19,24,26
14,10,16,20,25,25
14,10,17,21,24,26
14,10,17,22,23,27
14,10,17,22,24,26
14,10,17,21,25,25
14,10,18,22,26,26
14,10,18,21,25,27
14,10,17,22,26,26
14,10,18,22,25,27
14,10,17,23,26,28
14,10,18,23,27,29
14,10,19,22,26,28
14,10,18,22,25,29
14,10,18,22,25,29
14,10,17,23,24,28
14,10,18,23,23,29
14,10,19,23,22,28
14,10,19,24,21,29
14,10,19,24,21,29
14,10,19,24,22,28
14,10,20,24,23,29
14,10,21,25,23,29
14,10,21,24,24,28
14,10,21,24,25,29
14,10,21,25,24,28
14,10,20,24,25,27
14,10,20,24,26,26
14,10,20,25,25,27
14,10,19,26,26,26
14,10,19,27,27,25
14,10,18,27,28,26
14,10,17,26,27,25
14,10,16,25,28,24
14,10,17,25,29,25
