Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
3,0,8,14,28,26
8,0,13,26,21,19
7,0,13,25,22,20
6,0,12,25,23,21
5,0,13,24,24,22
4,0,14,25,25,23
3,0,14,25,26,24
2,0,14,26,27,25
3,1,13,26,28,26
4,0,12,25,27,27
3,0,12,26,28,26
2,0,11,27,27,27
3,1,11,28,28,26
4,0,10,27,27,27
3,0,10,27,28,26
2,0,10,26,27,27
3,1,11,25,28,26
4,0,11,24,27,27
3,0,11,23,28,26
2,0,12,22,27,27
3,1,11,21,28,26
4,0,10,21,27,27
3,0,11,21,28,26
2,0,12,20,27,27
3,1,13,20,28,26
4,0,13,21,27,27
3,0,13,20,28,26
2,0,14,19,27,27
3,1,13,20,28,26
4,0,14,20,27,27
3,0,14,20,28,26
2,0,13,21,27,27
3,1,14,20,28,26
4,0,13,19,27,27
3,0,14,18,28,26
2,0,15,19,27,27
3,1,15,18,28,26
4,0,16,19,27,27
3,0,15,20,28,26
2,0,14,21,27,27
3,1,15,22,28,26
4,0,15,21,27,27
3,0,16,22,28,26
2,0,15,22,27,27
3,1,15,22,28,26
4,0,14,23,27,27
3,0,13,24,28,26
2,0,14,23,27,27
3,1,14,23,28,26
4,0,15,24,27,27
3,0,16,25,28,26
2,0,17,26,27,27
3,1,16,27,28,26
4,0,15,28,27,27
3,0,16,28,28,26
2,0,15,27,27,27
3,1,16,27,28,26
4,0,16,27,27,27
3,0,15,26,28,26
2,0,15,26,27,27
3,1,15,26,28,26
4,0,14,25,27,27
3,0,15,26,28,26
2,0,14,26,27,27
3,1,15,26,28,26
4,0,14,25,27,27
3,0,15,24,28,26
2,0,15,25,27,27
3,1,15,26,28,26
4,0,15,25,27,27
3,0,14,24,28,26
2,0,14,25,27,27
3,1,14,24,28,26
4,0,13,25,27,27
3,0,14,25,28,26
2,0,15,26,27,27
3,1,15,25,28,26
4,0,16,25,27,27
3,0,15,25,28,26
2,0,16,24,27,27
3,1,17,24,28,26
4,0,18,24,27,27
3,0,18,25,28,26
2,0,18,25,27,27
3,1,17,25,28,26
4,0,18,24,27,27
3,0,17,23,28,26
2,0,16,23,27,27
3,1,16,23,28,26
4,0,15,24,27,27
3,0,16,24,28,26
2,0,15,23,27,27
3,1,16,24,28,26
4,0,17,25,27,27
3,0,17,25,28,26
2,0,17,24,27,27
3,1,17,25,28,26
4,0,17,26,27,27
3,0,18,26,28,26
2,0,17,25,27,27
3,1,16,24,28,26
4,0,15,25,27,27
3,0,14,24,28,26
2,0,13,23,27,27
3,1,13,22,28,26
4,0,14,23,27,27
3,0,14,23,28,26
2,0,13,24,27,27
3,1,14,24,28,26
4,0,13,23,27,27
3,0,12,24,28,26
2,0,12,25,27,27
3,1,12,25,28,26
4,0,11,24,27,27
3,0,11,23,28,26
2,0,12,22,27,27
3,1,12,21,28,26
4,0,12,20,27,27
3,0,12,19,28,26
2,0,12,20,27,27
3,1,13,21,28,26
4,0,13,21,27,27
3,0,13,21,28,26
2,0,13,21,27,27
3,1,13,21,28,26
4,0,13,22,27,27
3,0,13,21,28,26
2,0,14,20,27,27
3,1,14,21,28,26
4,0,14,21,27,27
3,0,14,21,28,26
2,0,15,20,27,27
3,1,14,21,28,26
4,0,15,21,27,27
3,0,15,21,28,26
2,0,15,21,27,27
3,1,14,20,28,26
4,0,14,20,27,27
3,0,13,20,28,26
2,0,12,20,27,27
3,1,11,19,28,26
4,0,11,18,27,27
3,0,12,18,28,26
2,0,12,19,27,27
3,1,13,19,28,26
4,0,13,19,27,27
3,0,14,19,28,26
2,0,15,19,27,27
3,1,15,19,28,26
4,0,16,18,27,27
3,0,15,17,28,26
2,0,14,16,27,27
3,1,14,15,28,26
4,0,15,16,27,27
3,0,15,17,28,26
2,0,15,17,27,27
3,1,16,16,28,26
4,0,15,17,27,27
3,0,15,17,28,26
2,0,14,18,27,27
3,1,13,19,28,26
4,0,13,19,27,27
3,0,12,19,28,26
2,0,13,18,27,27
3,1,12,17,28,26
4,0,13,16,27,27
3,0,14,16,28,26
2,0,13,17,27,27
3,1,12,18,28,26
4,0,13,19,27,27
3,0,12,18,28,26
2,0,13,17,27,27
3,1,14,16,28,26
4,0,13,15,27,27
3,0,14,15,28,26
2,0,13,14,27,27
3,1,14,15,28,26
4,0,14,14,27,27
3,0,13,15,28,26
2,0,13,15,27,27
3,1,13,16,28,26
4,0,12,17,27,27
3,0,13,18,28,26
2,0,12,18,27,27
3,1,12,17,28,26
4,0,11,16,27,27
3,0,10,16,28,26
2,0,11,16,27,27
3,1,10,16,28,26
4,0,11,16,27,27
3,0,10,15,28,26
2,0,9,16,27,27
3,1,9,16,28,26
4,0,9,16,27,27
3,0,10,15,28,26
2,0,9,16,27,27
3,1,8,17,28,26
4,0,8,16,27,27
3,0,8,16,28,26
2,0,9,17,27,27
3,1,10,16,28,26
4,0,9,15,27,27
3,0,8,14,28,26
