Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
27,16,13,12,28,12
19,25,23,8,27,3
20,24,23,9,28,4
21,23,23,10,27,5
22,22,22,9,28,6
23,21,23,10,27,7
24,20,23,9,28,8
25,19,24,9,27,9
26,18,25,8,28,10
27,17,26,8,27,11
28,16,25,7,28,12
27,16,26,8,27,13
28,15,27,7,28,12
27,16,26,6,27,13
28,15,26,5,28,12
27,16,26,4,27,13
28,15,26,5,28,12
27,16,26,6,27,13
28,15,25,6,28,12
27,16,24,6,27,13
28,15,25,7,28,12
27,16,24,7,27,13
28,15,25,8,28,12
27,16,26,9,27,13
28,15,27,9,28,12
27,16,27,8,27,13
28,15,26,7,28,12
27,16,26,6,27,13
28,15,26,6,28,12
27,16,26,5,27,13
28,15,27,4,28,12
27,16,26,5,27,13
28,15,25,5,28,12
27,16,24,5,27,13
28,15,25,4,28,12
27,16,25,3,27,13
28,15,24,2,28,12
27,16,23,3,27,13
28,15,24,3,28,12
27,16,23,3,27,13
28,15,24,4,28,12
27,16,25,4,27,13
28,15,25,5,28,12
27,16,24,5,27,13
28,15,24,4,28,12
27,16,25,3,27,13
28,15,26,2,28,12
27,16,27,3,27,13
28,15,26,4,28,12
27,16,26,4,27,13
28,15,27,5,28,12
27,16,27,5,27,13
28,15,27,6,28,12
27,16,27,6,27,13
28,15,27,5,28,12
27,16,26,6,27,13
28,15,26,5,28,12
27,16,25,6,27,13
28,15,25,5,28,12
27,16,24,4,27,13
28,15,23,5,28,12
27,16,24,6,27,13
28,15,23,7,28,12
27,16,24,8,27,13
28,15,25,8,28,12
27,16,25,9,27,13
28,15,26,10,28,12
27,16,25,9,27,13
28,15,25,9,28,12
27,14,24,10,27,13
28,15,24,11,28,12
27,16,23,12,27,13
28,15,23,13,28,12
27,16,22,13,27,13
28,15,21,12,28,12
27,16,20,13,27,13
26,17,19,12,28,12
27,18,19,12,27,13
26,19,19,12,28,12
27,20,19,12,27,13
28,21,20,12,28,12
28,20,21,11,27,13
27,20,21,12,28,12
28,19,22,11,27,13
27,19,22,10,28,12
28,18,22,10,27,13
27,18,21,9,28,12
28,17,20,9,27,13
27,17,20,9,28,12
27,16,21,9,27,13
28,15,20,8,28,12
27,16,20,8,27,13
28,15,20,7,28,12
27,16,21,7,27,13
28,15,20,6,28,12
27,16,19,5,27,13
28,15,18,6,28,12
27,16,19,5,27,13
28,15,19,4,28,12
27,16,18,5,27,13
28,15,19,4,28,12
27,16,19,5,27,13
28,15,19,5,28,12
27,16,19,6,27,13
28,15,19,7,28,12
27,16,20,8,27,13
28,15,19,7,28,12
27,16,19,8,27,13
28,15,18,9,28,12
27,16,19,9,27,13
28,15,19,8,28,12
27,16,18,8,27,13
28,15,17,9,28,12
28,16,18,9,27,13
27,16,17,9,28,12
26,17,16,9,27,13
25,18,16,8,28,12
26,17,16,9,27,13
25,18,15,10,28,12
24,19,15,10,27,13
25,20,14,9,28,12
24,19,15,10,27,13
25,20,14,11,28,12
26,19,14,10,27,13
27,18,15,10,28,12
28,17,15,10,27,13
27,17,16,10,28,12
28,16,16,10,27,13
27,16,15,10,28,12
28,15,14,11,27,13
27,16,13,12,28,12
