Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,5,0,20,28,29
7,19,8,4,17,28
8,18,8,5,18,29
9,17,8,4,19,28
10,16,7,4,20,29
11,15,6,3,21,28
12,14,6,4,22,29
13,13,5,3,23,28
12,12,5,2,24,29
13,11,5,1,25,28
14,10,5,2,26,29
13,10,4,3,27,28
12,11,4,4,28,29
12,12,3,5,27,28
11,13,3,4,28,29
11,12,4,5,27,28
12,13,5,5,28,29
12,12,5,6,27,28
12,13,5,7,28,29
12,14,5,8,27,28
12,15,6,7,28,29
13,14,6,6,27,28
13,13,5,6,28,29
13,14,6,6,27,28
13,13,6,5,28,29
13,12,7,5,27,28
13,11,6,6,28,29
12,12,6,5,27,28
12,11,5,6,28,29
11,12,5,6,27,28
12,13,5,5,28,29
12,12,6,6,27,28
13,13,5,5,28,29
14,14,5,5,27,28
15,15,5,4,28,29
15,14,6,5,27,28
16,15,5,6,28,29
15,16,4,6,27,28
14,16,5,7,28,29
15,17,6,6,27,28
16,16,7,7,28,29
17,17,8,7,27,28
18,16,8,6,28,29
19,15,8,5,27,28
20,14,8,6,28,29
21,13,8,6,27,28
22,12,9,7,28,29
23,11,8,7,27,28
24,10,8,7,28,29
25,9,8,6,27,28
26,8,8,5,28,29
25,8,8,4,27,28
26,7,7,4,28,29
27,6,7,4,27,28
28,5,8,5,28,29
27,6,8,4,27,28
28,5,8,4,28,29
27,6,7,5,27,28
28,5,7,5,28,29
27,6,6,5,27,28
28,5,7,4,28,29
27,6,8,4,27,28
28,5,7,5,28,29
27,6,8,5,27,28
28,5,9,5,28,29
27,6,10,5,27,28
28,5,11,4,28,29
27,6,10,3,27,28
28,5,11,3,28,29
27,6,10,4,27,28
28,5,9,4,28,29
27,6,8,4,27,28
28,5,7,4,28,29
27,6,6,4,27,28
28,5,7,4,28,29
27,6,6,4,27,28
28,5,5,5,28,29
27,6,5,6,27,28
28,5,6,6,28,29
27,6,7,5,27,28
28,5,6,4,28,29
27,6,5,4,27,28
28,5,5,3,28,29
27,6,5,3,27,28
28,5,5,3,28,29
27,6,4,4,27,28
28,5,4,4,28,29
27,6,3,3,27,28
28,5,3,3,28,29
27,6,2,2,27,28
28,5,3,2,28,29
27,6,3,1,27,28
28,5,4,1,28,29
27,6,5,2,27,28
28,5,4,3,28,29
27,6,3,3,27,28
28,5,4,2,28,29
27,6,3,2,27,28
28,5,3,1,28,29
27,6,4,0,27,28
28,5,4,0,28,29
27,6,5,1,27,28
28,5,4,0,28,29
27,6,4,0,27,28
28,5,3,1,28,29
27,6,3,0,27,28
28,5,4,0,28,29
27,6,4,0,27,28
28,5,3,0,28,29
27,6,3,0,27,28
28,5,3,0,28,29
27,6,3,0,27,28
28,5,4,1,28,29
27,6,4,2,27,28
28,5,3,1,28,29
27,6,4,1,27,28
28,5,5,0,28,29
27,6,6,1,27,28
28,5,6,2,28,29
27,6,7,1,27,28
28,5,8,2,28,29
27,6,7,2,27,28
28,5,8,2,28,29
27,6,8,3,27,28
28,5,9,4,28,29
27,6,8,5,27,28
28,5,8,4,28,29
27,6,7,5,27,28
28,5,6,5,28,29
27,6,7,5,27,28
28,5,6,4,28,29
27,6,6,5,27,28
28,5,6,6,28,29
27,6,5,7,27,28
28,5,4,8,28,29
27,6,4,8,27,28
28,5,4,9,28,29
27,6,4,10,27,28
28,5,4,11,28,29
27,6,4,12,27,28
28,5,5,12,28,29
27,6,5,13,27,28
28,5,4,14,28,29
27,6,5,14,27,28
28,5,4,14,28,29
27,6,4,15,27,28
28,5,5,14,28,29
27,6,5,13,27,28
28,5,5,14,28,29
27,6,4,15,27,28
28,5,5,15,28,29
27,6,6,16,27,28
28,5,5,17,28,29
27,6,6,18,27,28
28,5,5,19,28,29
27,6,5,19,27,28
28,5,5,19,28,29
27,6,6,19,27,28
28,5,6,20,28,29
27,6,5,21,27,28
28,5,4,22,28,29
27,6,3,22,27,28
28,5,3,21,28,29
27,6,3,20,27,28
28,5,2,19,28,29
27,6,2,20,27,28
28,5,2,19,28,29
27,6,2,20,27,28
28,5,2,21,28,29
27,6,1,21,27,28
28,5,0,20,28,29
