Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
7,0,28,28,28,28
7,0,21,25,6,4
6,1,22,25,7,5
7,0,22,26,8,6
6,1,22,26,9,7
7,0,23,27,10,8
6,1,22,26,11,9
7,0,21,25,12,10
6,1,20,25,13,11
7,0,21,26,14,12
6,1,22,26,15,13
7,0,23,27,16,14
6,1,22,28,17,15
7,0,23,27,18,16
6,1,24,26,19,17
7,0,24,26,20,18
6,1,24,27,21,19
7,0,25,26,22,20
6,1,24,26,23,21
7,0,24,26,24,22
6,1,23,26,25,23
7,0,24,27,26,24
6,1,23,28,27,25
7,0,23,27,28,26
6,1,23,28,27,27
7,0,24,28,28,28
6,1,25,29,27,29
7,0,25,29,28,28
6,1,26,28,27,29
7,0,27,27,28,28
6,1,28,27,27,29
7,0,28,28,28,28
