Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,16,29,13,27,27
16,20,17,13,28,18
17,19,18,13,27,19
18,18,19,12,28,20
19,17,19,11,27,21
20,16,20,12,28,22
21,15,20,11,27,23
22,14,21,12,28,24
22,13,22,12,27,25
22,12,23,11,28,26
23,11,23,12,27,27
23,12,24,13,28,26
24,13,25,12,27,27
25,12,26,11,28,26
26,11,25,12,27,27
25,12,24,11,28,26
26,13,23,11,27,27
26,14,23,12,28,26
26,15,23,11,27,27
26,14,23,12,28,26
26,15,24,13,27,27
27,16,23,13,28,26
27,17,23,12,27,27
27,16,23,12,28,26
26,15,24,11,27,27
27,14,24,12,28,26
27,15,24,12,27,27
28,16,23,12,28,26
27,16,23,11,27,27
27,15,24,11,28,26
27,14,25,10,27,27
28,13,26,10,28,26
28,12,26,11,27,27
28,13,27,12,28,26
27,12,28,13,27,27
28,13,27,14,28,26
27,14,27,15,27,27
27,15,28,14,28,26
28,16,29,13,27,27
