Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,16,24,0,27,29
25,23,16,10,22,14
26,22,15,9,23,15
27,21,16,10,24,16
26,22,16,9,25,17
27,21,15,9,26,18
26,22,16,10,27,19
27,21,17,9,28,20
26,22,18,8,27,21
25,23,18,7,28,22
26,22,18,6,27,23
25,23,17,6,28,24
26,22,18,5,27,25
27,21,19,4,28,26
28,20,18,3,27,27
27,20,19,4,28,28
28,19,20,3,27,29
27,19,21,2,28,28
28,18,22,2,27,29
27,18,21,3,28,28
28,17,20,4,27,29
27,17,19,4,28,28
28,16,20,3,27,29
27,17,21,3,28,28
28,16,21,3,27,29
27,17,20,4,28,28
28,16,21,3,27,29
27,17,20,3,28,28
28,16,21,2,27,29
27,17,20,2,28,28
28,16,21,3,27,29
27,17,20,3,28,28
28,16,21,4,27,29
27,17,22,5,28,28
28,16,21,4,27,29
27,17,21,5,28,28
28,16,21,4,27,29
27,17,20,3,28,28
28,16,21,3,27,29
27,17,22,3,28,28
28,16,22,4,27,29
27,17,23,4,28,28
28,16,24,5,27,29
27,17,23,5,28,28
28,16,22,4,27,29
27,17,22,3,28,28
28,16,22,2,27,29
27,17,23,2,28,28
28,16,24,1,27,29
27,17,24,1,28,28
28,16,24,0,27,29
