Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
27,5,12,7,28,28
21,19,11,1,8,18
22,18,12,1,9,19
23,17,11,1,10,18
24,16,11,0,11,17
25,15,12,0,12,18
26,14,12,0,13,19
25,13,11,0,14,20
24,12,12,1,15,21
25,11,11,1,16,22
24,10,12,1,17,23
25,9,12,0,18,24
26,8,12,0,19,25
27,7,11,0,20,26
28,6,11,1,21,27
27,6,11,0,22,28
28,5,10,1,23,29
27,5,9,1,24,28
28,4,10,1,25,29
27,5,11,0,26,28
28,4,11,0,27,29
27,5,11,1,28,28
28,4,12,1,27,29
27,5,11,1,28,28
28,4,11,1,27,29
27,5,11,0,28,28
28,4,12,1,27,29
27,5,13,1,28,28
28,4,13,0,27,29
27,5,14,0,28,28
28,4,13,1,27,29
27,5,13,0,28,28
28,4,13,0,27,29
27,5,13,0,28,28
28,4,13,0,27,29
27,5,13,0,28,28
28,4,12,0,27,29
27,5,12,1,28,28
28,4,12,1,27,29
27,5,11,2,28,28
28,4,12,2,27,29
27,5,12,3,28,28
28,4,13,2,27,29
27,5,13,2,28,28
28,4,13,3,27,29
27,5,12,3,28,28
28,4,12,3,27,29
27,5,12,3,28,28
28,4,11,2,27,29
27,5,11,1,28,28
28,4,12,2,27,29
27,5,12,3,28,28
28,4,12,2,27,29
27,5,12,2,28,28
28,4,13,2,27,29
27,5,12,2,28,28
28,4,13,2,27,29
27,5,12,1,28,28
28,4,13,2,27,29
27,5,12,2,28,28
28,4,11,2,27,29
27,5,12,2,28,28
28,4,13,3,27,29
27,5,14,2,28,28
28,4,13,1,27,29
27,5,12,1,28,28
28,4,11,1,27,29
27,5,11,2,28,28
28,4,10,3,27,29
27,5,10,3,28,28
28,4,11,4,27,29
27,5,11,4,28,28
28,4,12,5,27,29
27,5,12,6,28,28
28,4,12,6,27,29
27,5,12,7,28,28
