Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,17,28,22,27,9
27,18,24,18,22,6
28,17,23,17,23,7
27,17,24,17,24,8
28,16,25,16,25,9
27,17,26,17,26,10
26,16,27,18,27,9
27,17,26,18,28,8
28,16,25,18,27,9
27,16,24,19,28,8
26,17,24,20,27,9
26,18,23,20,28,8
26,17,24,21,27,9
27,18,23,22,28,8
28,17,23,22,27,9
27,18,24,21,28,8
28,17,23,21,27,9
28,16,24,20,28,8
27,17,24,20,27,9
28,16,24,20,28,8
27,17,23,20,27,9
27,16,22,19,28,8
26,15,23,20,27,9
27,16,24,19,28,8
26,17,24,19,27,9
27,16,25,18,28,8
26,17,25,18,27,9
27,16,24,19,28,8
26,17,24,18,27,9
26,16,25,17,28,8
27,15,25,18,27,9
27,16,24,19,28,8
26,17,24,20,27,9
26,18,23,21,28,8
27,17,22,22,27,9
28,16,21,23,28,8
27,17,22,24,27,9
28,18,21,25,28,8
27,19,22,26,27,9
28,20,22,26,28,8
27,21,22,25,27,9
27,20,22,26,28,8
27,21,21,27,27,9
28,20,20,26,28,8
27,19,19,26,27,9
27,18,20,27,28,8
28,19,19,28,27,9
27,20,18,29,28,8
28,21,18,29,27,9
27,22,19,29,28,8
28,23,20,28,27,9
27,24,19,29,28,8
28,25,20,29,27,9
27,26,21,29,28,8
28,27,22,28,27,9
27,27,22,29,28,8
28,28,21,28,27,9
27,28,20,27,28,8
28,27,20,27,27,9
27,27,21,26,28,8
28,26,21,27,27,9
27,26,21,27,28,8
28,25,22,27,27,9
27,25,21,27,28,8
28,24,22,27,27,9
27,24,22,27,28,8
26,23,21,28,27,9
27,22,22,27,28,8
28,21,23,28,27,9
27,22,22,29,28,8
28,23,22,28,27,9
27,23,22,29,28,8
28,24,22,29,27,9
27,25,22,29,28,8
28,26,23,28,27,9
27,26,24,28,28,8
27,25,24,29,27,9
28,26,24,29,28,8
27,27,23,29,27,9
28,28,22,29,28,8
27,29,21,29,27,9
28,28,21,28,28,8
27,28,21,28,27,9
28,27,22,27,28,8
27,27,23,27,27,9
28,26,23,28,28,8
27,26,22,28,27,9
28,25,22,27,28,8
27,25,23,28,27,9
27,24,24,27,28,8
28,23,23,27,27,9
27,23,24,27,28,8
27,24,23,26,27,9
26,23,24,25,28,8
27,22,23,24,27,9
26,21,24,24,28,8
26,22,23,25,27,9
27,21,23,26,28,8
27,22,23,27,27,9
27,23,22,27,28,8
27,22,21,28,27,9
28,21,20,29,28,8
27,22,20,29,27,9
28,23,21,28,28,8
27,22,22,28,27,9
27,23,22,28,28,8
26,24,22,27,27,9
26,23,22,26,28,8
26,22,21,26,27,9
26,21,22,26,28,8
26,22,21,27,27,9
27,21,21,28,28,8
27,22,20,28,27,9
27,21,20,29,28,8
27,22,21,29,27,9
28,23,20,29,28,8
27,24,21,28,27,9
26,23,21,29,28,8
27,24,21,29,27,9
28,25,22,29,28,8
27,26,22,29,27,9
28,27,23,29,28,8
27,28,24,28,27,9
28,27,25,28,28,8
27,26,25,27,27,9
27,25,24,26,28,8
26,24,25,27,27,9
27,25,26,26,28,8
28,24,27,27,27,9
27,25,26,28,28,8
28,26,25,27,27,9
27,25,26,27,28,8
27,26,26,27,27,9
28,25,25,26,28,8
27,24,24,27,27,9
28,23,25,27,28,8
28,24,24,27,27,9
28,23,23,27,28,8
27,23,24,27,27,9
27,24,25,26,28,8
28,23,26,25,27,9
27,24,26,24,28,8
27,23,26,25,27,9
27,24,25,24,28,8
26,23,24,24,27,9
26,22,23,23,28,8
25,21,24,22,27,9
26,20,25,22,28,8
26,21,26,23,27,9
27,22,26,23,28,8
28,21,25,24,27,9
27,22,26,23,28,8
28,21,25,22,27,9
27,20,24,22,28,8
27,19,23,23,27,9
28,18,23,22,28,8
28,17,24,23,27,9
27,18,25,22,28,8
28,19,25,23,27,9
28,20,26,22,28,8
27,21,26,21,27,9
27,20,26,21,28,8
28,19,25,21,27,9
28,18,26,20,28,8
27,19,25,19,27,9
26,18,24,20,28,8
27,17,23,19,27,9
26,16,23,18,28,8
26,15,22,19,27,9
27,14,23,18,28,8
26,15,23,18,27,9
27,14,24,18,28,8
27,15,23,17,27,9
26,14,24,17,28,8
26,15,24,17,27,9
27,14,23,18,28,8
26,15,23,18,27,9
27,14,24,17,28,8
26,15,25,18,27,9
27,16,26,19,28,8
28,17,26,19,27,9
27,18,27,19,28,8
27,19,28,20,27,9
28,20,27,20,28,8
28,19,28,20,27,9
27,18,27,21,28,8
28,17,28,22,27,9
