Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
21,2,4,24,28,16
20,3,8,20,18,6
19,3,8,19,19,7
19,4,8,20,20,8
20,3,8,19,21,9
20,4,8,18,22,10
21,3,7,18,23,11
21,2,7,18,24,12
20,3,8,18,25,13
20,4,8,18,26,14
21,3,8,18,27,15
21,2,7,19,28,16
20,3,8,20,27,17
20,4,9,20,28,16
21,3,8,19,27,17
21,2,8,20,28,16
20,3,9,20,27,17
20,4,9,20,28,16
21,3,9,21,27,17
21,2,8,22,28,16
20,3,8,23,27,17
20,4,8,22,28,16
21,3,9,21,27,17
21,2,8,22,28,16
20,3,7,23,27,17
20,4,6,22,28,16
21,3,7,21,27,17
21,2,6,22,28,16
20,3,5,23,27,17
20,4,4,23,28,16
21,3,5,22,27,17
21,2,4,22,28,16
20,3,4,21,27,17
20,4,4,20,28,16
21,3,4,21,27,17
21,2,5,22,28,16
20,3,5,21,27,17
20,4,5,22,28,16
21,3,5,22,27,17
21,2,4,21,28,16
20,3,4,22,27,17
20,4,5,22,28,16
21,3,5,22,27,17
21,2,6,22,28,16
20,3,6,23,27,17
20,4,6,23,28,16
21,3,5,22,27,17
21,2,5,21,28,16
20,3,5,20,27,17
20,4,5,21,28,16
21,3,5,20,27,17
21,2,4,19,28,16
20,3,5,18,27,17
20,4,5,18,28,16
21,3,6,18,27,17
21,2,7,19,28,16
20,3,7,20,27,17
20,4,8,21,28,16
21,3,7,20,27,17
21,2,8,21,28,16
20,3,9,22,27,17
20,4,8,23,28,16
21,3,9,23,27,17
21,2,8,22,28,16
20,3,9,21,27,17
20,4,9,20,28,16
21,3,8,21,27,17
21,2,7,21,28,16
20,3,7,22,27,17
20,4,7,23,28,16
21,3,7,23,27,17
21,2,6,22,28,16
20,3,7,23,27,17
20,4,6,22,28,16
21,3,5,21,27,17
21,2,5,21,28,16
20,3,5,22,27,17
20,4,6,23,28,16
21,3,5,22,27,17
21,2,4,21,28,16
20,3,4,21,27,17
20,4,4,22,28,16
21,3,4,23,27,17
21,2,5,22,28,16
20,3,4,21,27,17
20,4,4,22,28,16
21,3,4,23,27,17
21,2,4,24,28,16
