Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
23,15,1,3,27,13
14,24,5,1,18,10
15,23,5,2,19,9
16,22,4,3,20,10
17,21,4,3,21,11
18,20,4,3,22,12
19,19,5,3,23,11
20,18,6,2,24,12
21,17,5,2,25,11
22,16,6,1,26,12
23,15,5,1,27,13
22,15,5,1,28,12
22,16,5,2,27,13
23,15,5,2,28,12
22,15,4,2,27,13
22,16,4,3,28,12
23,15,5,2,27,13
22,15,5,3,28,12
22,16,6,2,27,13
23,15,5,2,28,12
22,15,5,2,27,13
22,16,5,3,28,12
23,15,4,2,27,13
22,15,5,3,28,12
22,16,4,3,27,13
23,15,3,3,28,12
22,15,4,3,27,13
22,16,3,2,28,12
23,15,4,3,27,13
22,15,5,3,28,12
22,16,4,4,27,13
23,15,3,4,28,12
22,15,3,4,27,13
22,16,2,3,28,12
23,15,1,3,27,13
