Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,10,20,11,27,29
20,23,13,14,24,28
21,22,14,14,25,29
21,21,14,13,26,28
21,20,13,12,27,29
22,21,12,11,28,28
21,20,11,12,27,29
20,21,11,11,28,28
20,20,12,11,27,29
20,19,12,12,28,28
20,20,12,13,27,29
19,21,11,14,28,28
20,22,10,15,27,29
21,21,9,15,28,28
22,20,8,16,27,29
23,19,9,15,28,28
24,18,10,14,27,29
25,17,10,13,28,28
26,16,11,14,27,29
27,15,12,13,28,28
28,14,11,12,27,29
27,14,12,12,28,28
28,13,13,13,27,29
27,13,14,13,28,28
28,12,14,12,27,29
27,12,14,11,28,28
28,11,14,11,27,29
27,11,13,10,28,28
28,10,14,9,27,29
27,11,14,8,28,28
28,10,15,9,27,29
27,11,15,10,28,28
28,10,15,10,27,29
27,11,14,10,28,28
28,10,15,11,27,29
27,11,16,12,28,28
28,10,17,11,27,29
27,11,17,10,28,28
28,10,18,10,27,29
27,11,19,10,28,28
28,10,19,10,27,29
27,11,19,11,28,28
28,10,20,11,27,29
