Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
2,0,26,26,27,29
10,9,9,16,17,29
11,8,10,17,18,28
12,7,9,16,19,29
13,6,8,17,20,28
14,5,9,18,21,29
15,4,10,17,22,28
16,3,11,17,23,29
17,2,11,17,24,28
18,1,11,18,25,29
19,0,10,17,26,28
18,0,10,16,27,29
17,0,11,16,28,28
16,0,11,17,27,29
15,0,10,18,28,28
14,0,11,19,27,29
13,0,12,19,28,28
12,0,12,19,27,29
11,0,11,20,28,28
10,0,11,21,27,29
9,0,12,20,28,28
8,0,11,21,27,29
7,0,11,21,28,28
6,0,12,21,27,29
5,0,11,21,28,28
4,0,12,21,27,29
3,0,12,22,28,28
2,0,12,21,27,29
3,0,13,20,28,28
2,0,14,20,27,29
3,0,13,19,28,28
2,0,14,18,27,29
3,0,15,18,28,28
2,0,15,19,27,29
3,0,16,19,28,28
2,0,15,20,27,29
3,0,14,20,28,28
2,0,13,21,27,29
3,0,14,20,28,28
2,0,15,19,27,29
3,0,16,20,28,28
2,0,16,21,27,29
3,0,16,21,28,28
2,0,17,21,27,29
3,0,17,22,28,28
2,0,16,23,27,29
3,0,15,24,28,28
2,0,15,25,27,29
3,0,15,24,28,28
2,0,16,24,27,29
3,0,16,23,28,28
2,0,17,23,27,29
3,0,16,24,28,28
2,0,15,25,27,29
3,0,15,26,28,28
2,0,14,27,27,29
3,0,15,27,28,28
2,0,15,27,27,29
3,0,14,28,28,28
2,0,15,27,27,29
3,0,14,26,28,28
2,0,14,27,27,29
3,0,15,27,28,28
2,0,16,27,27,29
3,0,15,26,28,28
2,0,14,26,27,29
3,0,14,26,28,28
2,0,15,26,27,29
3,0,15,26,28,28
2,0,14,25,27,29
3,0,14,26,28,28
2,0,13,25,27,29
3,0,14,24,28,28
2,0,13,24,27,29
3,0,14,24,28,28
2,0,15,23,27,29
3,0,14,24,28,28
2,0,15,25,27,29
3,0,16,26,28,28
2,0,17,25,27,29
3,0,17,26,28,28
2,0,17,27,27,29
3,0,17,26,28,28
2,0,17,27,27,29
3,0,18,28,28,28
2,0,19,29,27,29
3,0,18,28,28,28
2,0,17,29,27,29
3,0,17,29,28,28
2,0,17,29,27,29
3,0,18,29,28,28
2,0,19,28,27,29
3,0,20,28,28,28
2,0,19,27,27,29
3,0,18,28,28,28
2,0,19,28,27,29
3,0,19,28,28,28
2,0,18,27,27,29
3,0,19,27,28,28
2,0,18,28,27,29
3,0,19,29,28,28
2,0,19,29,27,29
3,0,20,29,28,28
2,0,19,29,27,29
3,0,19,29,28,28
2,0,20,29,27,29
3,0,19,28,28,28
2,0,19,27,27,29
3,0,19,26,28,28
2,0,19,26,27,29
3,0,18,25,28,28
2,0,19,24,27,29
3,0,20,25,28,28
2,0,20,24,27,29
3,0,19,25,28,28
2,0,18,26,27,29
3,0,17,27,28,28
2,0,18,26,27,29
3,0,19,25,28,28
2,0,19,26,27,29
3,0,20,25,28,28
2,0,19,26,27,29
3,0,18,27,28,28
2,0,18,26,27,29
3,0,18,26,28,28
2,0,18,26,27,29
3,0,18,26,28,28
2,0,18,26,27,29
3,0,19,25,28,28
2,0,20,25,27,29
3,0,21,24,28,28
2,0,21,25,27,29
3,0,22,26,28,28
2,0,21,25,27,29
3,0,20,24,28,28
2,0,20,23,27,29
3,0,19,24,28,28
2,0,19,23,27,29
3,0,19,23,28,28
2,0,18,24,27,29
3,0,18,23,28,28
2,0,19,22,27,29
3,0,20,21,28,28
2,0,19,20,27,29
3,0,19,21,28,28
2,0,19,21,27,29
3,0,19,22,28,28
2,0,20,22,27,29
3,0,21,22,28,28
2,0,22,21,27,29
3,0,22,21,28,28
2,0,22,21,27,29
3,0,23,20,28,28
2,0,24,21,27,29
3,0,23,21,28,28
2,0,24,21,27,29
3,0,24,22,28,28
2,0,23,22,27,29
3,0,24,23,28,28
2,0,25,23,27,29
3,0,26,23,28,28
2,0,26,22,27,29
3,0,27,23,28,28
2,0,26,24,27,29
3,0,25,25,28,28
2,0,26,26,27,29
