Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
4,17,13,18,28,7
4,16,9,22,10,7
4,16,10,21,11,8
3,17,10,20,12,7
3,16,10,21,13,6
2,17,9,21,14,5
3,18,10,22,15,4
4,17,10,22,14,5
4,17,10,21,15,4
5,18,11,21,14,5
4,19,11,20,15,6
3,20,11,21,16,7
4,20,11,21,17,8
5,19,11,22,18,9
5,20,11,23,19,8
6,20,11,22,20,7
7,19,10,21,19,8
6,20,9,22,20,9
6,20,9,22,21,8
6,21,9,23,22,7
6,22,9,22,23,8
6,21,8,22,24,7
5,20,9,21,23,8
4,20,8,21,22,9
4,19,9,21,23,8
5,19,10,22,22,9
4,20,11,21,21,10
5,19,12,20,22,9
4,18,11,19,23,8
4,17,12,18,24,7
5,17,11,18,25,6
6,17,10,17,26,7
5,18,11,17,27,6
4,17,12,17,26,7
5,18,12,18,27,8
4,17,13,18,28,7
