Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
11,22,0,1,28,29
11,22,12,15,4,21
10,23,11,14,5,22
11,22,10,14,6,23
10,23,10,15,7,24
11,22,10,14,8,25
10,23,11,13,9,26
11,22,12,12,10,27
10,23,12,11,11,28
11,22,11,12,12,29
10,23,11,11,13,28
11,22,10,12,14,29
10,23,10,11,15,28
11,22,11,10,16,29
10,23,12,11,17,28
11,22,13,12,18,29
10,23,14,13,19,28
11,22,14,13,20,29
10,23,14,12,21,28
11,22,14,11,22,29
10,23,13,12,23,28
11,22,14,11,24,29
10,23,14,10,25,28
11,22,13,11,26,29
10,23,13,11,27,28
11,22,12,11,28,29
10,23,11,11,27,28
11,22,11,11,28,29
10,23,11,10,27,28
11,22,12,10,28,29
10,23,12,9,27,28
11,22,13,8,28,29
10,23,14,8,27,28
11,22,13,8,28,29
10,23,12,9,27,28
11,22,13,10,28,29
10,23,14,9,27,28
11,22,13,10,28,29
10,23,12,9,27,28
11,22,12,9,28,29
10,23,12,9,27,28
11,22,13,10,28,29
10,23,13,10,27,28
11,22,12,11,28,29
10,23,12,11,27,28
11,22,13,11,28,29
10,23,13,11,27,28
11,22,12,12,28,29
10,23,12,12,27,28
11,22,13,12,28,29
10,23,13,13,27,28
11,22,13,13,28,29
10,23,12,12,27,28
11,22,13,11,28,29
10,23,12,12,27,28
11,22,13,12,28,29
10,23,13,12,27,28
11,22,12,13,28,29
10,23,12,12,27,28
11,22,11,11,28,29
10,23,11,10,27,28
11,22,10,9,28,29
10,23,10,8,27,28
11,22,9,7,28,29
10,23,9,6,27,28
11,22,9,7,28,29
10,23,9,7,27,28
11,22,9,7,28,29
10,23,10,7,27,28
11,22,11,8,28,29
10,23,11,9,27,28
11,22,12,9,28,29
10,23,12,9,27,28
11,22,13,10,28,29
10,23,13,9,27,28
11,22,12,8,28,29
10,23,12,8,27,28
11,22,12,8,28,29
10,23,12,8,27,28
11,22,12,7,28,29
10,23,11,7,27,28
11,22,10,6,28,29
10,23,10,5,27,28
11,22,9,4,28,29
10,23,9,4,27,28
11,22,10,3,28,29
10,23,11,3,27,28
11,22,10,2,28,29
10,23,9,1,27,28
11,22,9,1,28,29
10,23,8,2,27,28
11,22,8,2,28,29
10,23,8,2,27,28
11,22,8,2,28,29
10,23,9,1,27,28
11,22,9,1,28,29
10,23,8,2,27,28
11,22,7,3,28,29
10,23,8,4,27,28
11,22,9,4,28,29
10,23,8,3,27,28
11,22,8,3,28,29
10,23,7,3,27,28
11,22,7,2,28,29
10,23,7,3,27,28
11,22,8,3,28,29
10,23,7,2,27,28
11,22,6,2,28,29
10,23,5,1,27,28
11,22,4,0,28,29
10,23,4,0,27,28
11,22,5,0,28,29
10,23,5,1,27,28
11,22,6,1,28,29
10,23,6,2,27,28
11,22,7,1,28,29
10,23,7,1,27,28
11,22,8,2,28,29
10,23,8,2,27,28
11,22,7,1,28,29
10,23,7,0,27,28
11,22,7,0,28,29
10,23,7,0,27,28
11,22,7,0,28,29
10,23,7,0,27,28
11,22,6,1,28,29
10,23,7,2,27,28
11,22,7,2,28,29
10,23,6,1,27,28
11,22,6,0,28,29
10,23,5,0,27,28
11,22,6,0,28,29
10,23,6,0,27,28
11,22,7,1,28,29
10,23,6,1,27,28
11,22,7,0,28,29
10,23,7,0,27,28
11,22,6,1,28,29
10,23,6,1,27,28
11,22,6,2,28,29
10,23,5,2,27,28
11,22,5,3,28,29
10,23,4,2,27,28
11,22,5,1,28,29
10,23,6,1,27,28
11,22,6,1,28,29
10,23,5,1,27,28
11,22,5,1,28,29
10,23,5,1,27,28
11,22,4,1,28,29
10,23,5,1,27,28
11,22,5,2,28,29
10,23,5,1,27,28
11,22,6,2,28,29
10,23,6,1,27,28
11,22,5,2,28,29
10,23,4,3,27,28
11,22,3,4,28,29
10,23,4,3,27,28
11,22,3,3,28,29
10,23,4,4,27,28
11,22,5,3,28,29
10,23,6,3,27,28
11,22,6,3,28,29
10,23,7,2,27,28
11,22,7,3,28,29
10,23,6,4,27,28
11,22,7,5,28,29
10,23,8,6,27,28
11,22,9,7,28,29
10,23,8,7,27,28
11,22,9,6,28,29
10,23,8,6,27,28
11,22,8,6,28,29
10,23,7,6,27,28
11,22,7,6,28,29
10,23,7,5,27,28
11,22,7,5,28,29
10,23,6,5,27,28
11,22,6,4,28,29
10,23,6,4,27,28
11,22,5,3,28,29
10,23,6,3,27,28
11,22,5,4,28,29
10,23,6,3,27,28
11,22,6,2,28,29
10,23,7,3,27,28
11,22,8,2,28,29
10,23,7,2,27,28
11,22,8,2,28,29
10,23,9,1,27,28
11,22,8,1,28,29
10,23,7,2,27,28
11,22,8,1,28,29
10,23,7,0,27,28
11,22,6,0,28,29
10,23,5,1,27,28
11,22,4,0,28,29
10,23,3,1,27,28
11,22,4,0,28,29
10,23,3,1,27,28
11,22,2,0,28,29
10,23,3,1,27,28
11,22,3,0,28,29
10,23,4,0,27,28
11,22,4,0,28,29
10,23,4,1,27,28
11,22,4,0,28,29
10,23,4,1,27,28
11,22,5,0,28,29
10,23,5,0,27,28
11,22,4,1,28,29
10,23,4,1,27,28
11,22,3,0,28,29
10,23,3,0,27,28
11,22,3,0,28,29
10,23,2,0,27,28
11,22,3,1,28,29
10,23,2,2,27,28
11,22,1,1,28,29
10,23,1,2,27,28
11,22,1,2,28,29
10,23,2,2,27,28
11,22,3,3,28,29
10,23,4,3,27,28
11,22,5,3,28,29
10,23,5,2,27,28
11,22,5,3,28,29
10,23,6,4,27,28
11,22,7,5,28,29
10,23,6,5,27,28
11,22,7,5,28,29
10,23,6,5,27,28
11,22,7,5,28,29
10,23,6,4,27,28
11,22,5,4,28,29
10,23,6,3,27,28
11,22,5,4,28,29
10,23,4,5,27,28
11,22,5,6,28,29
10,23,5,6,27,28
11,22,5,7,28,29
10,23,6,6,27,28
11,22,7,7,28,29
10,23,7,6,27,28
11,22,8,5,28,29
10,23,8,5,27,28
11,22,7,5,28,29
10,23,7,5,27,28
11,22,6,6,28,29
10,23,6,5,27,28
11,22,5,4,28,29
10,23,4,4,27,28
11,22,5,4,28,29
10,23,6,4,27,28
11,22,7,5,28,29
10,23,8,6,27,28
11,22,7,7,28,29
