Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
27,17,29,10,28,29
26,17,18,8,26,29
26,16,19,7,27,28
27,15,19,7,28,29
28,16,20,7,27,28
27,17,21,7,28,29
28,16,22,8,27,28
27,17,23,8,28,29
28,16,23,8,27,28
27,17,22,7,28,29
28,16,22,8,27,28
27,17,23,7,28,29
28,16,24,7,27,28
27,17,25,7,28,29
28,16,25,6,27,28
27,17,24,6,28,29
28,16,24,5,27,28
27,17,24,6,28,29
28,16,24,7,27,28
27,17,24,7,28,29
28,16,24,7,27,28
27,17,25,6,28,29
28,16,26,7,27,28
27,17,26,8,28,29
28,16,27,8,27,28
27,17,27,8,28,29
28,16,28,9,27,28
27,17,28,9,28,29
28,16,27,9,27,28
27,17,26,9,28,29
28,16,25,8,27,28
27,17,25,7,28,29
28,16,26,8,27,28
27,17,26,8,28,29
28,16,26,7,27,28
27,17,26,8,28,29
28,16,25,9,27,28
27,17,26,9,28,29
28,16,26,10,27,28
27,17,27,9,28,29
28,16,28,10,27,28
27,17,27,10,28,29
28,16,28,9,27,28
27,17,29,10,28,29
