Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
19,6,28,21,24,22
17,2,16,24,10,12
18,2,15,24,11,13
17,3,15,23,12,12
18,3,16,22,11,13
19,2,17,23,12,14
19,3,16,24,13,13
20,2,17,23,12,14
20,2,17,24,13,15
20,2,17,25,12,16
21,2,17,26,11,17
20,3,18,26,12,18
19,4,17,25,13,19
20,5,18,25,12,20
19,4,19,25,13,21
19,5,19,24,14,20
19,5,19,23,13,21
18,6,20,23,14,20
19,7,21,24,15,21
19,7,22,23,14,22
18,8,23,24,15,23
18,7,24,24,16,22
18,7,24,24,17,21
18,6,23,23,16,22
19,5,24,23,17,21
20,6,23,22,18,22
20,6,23,22,19,21
19,5,24,21,20,22
18,5,25,21,21,23
19,4,26,21,20,24
18,4,27,20,19,25
19,4,26,19,20,24
18,5,27,19,21,23
19,5,28,20,22,22
20,6,27,20,23,21
19,6,28,21,24,22
