Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
3,0,1,28,27,28
15,0,16,21,23,26
14,0,17,22,24,27
13,0,18,23,25,28
12,0,17,23,26,29
11,0,16,23,27,28
10,0,15,22,28,29
9,0,15,23,27,28
8,0,14,24,28,29
7,0,13,24,27,28
6,0,14,25,28,29
5,0,15,26,27,28
4,0,14,26,28,29
3,0,14,27,27,28
2,0,14,28,28,29
3,0,13,27,27,28
2,0,14,28,28,29
3,0,13,29,27,28
2,0,14,29,28,29
3,0,14,29,27,28
2,0,14,29,28,29
3,0,13,28,27,28
2,0,12,29,28,29
3,0,11,29,27,28
2,0,12,28,28,29
3,0,11,29,27,28
2,0,10,28,28,29
3,0,9,29,27,28
2,0,10,29,28,29
3,0,11,29,27,28
2,0,12,28,28,29
3,0,11,28,27,28
2,0,12,29,28,29
3,0,12,28,27,28
2,0,11,29,28,29
3,0,11,29,27,28
2,0,11,29,28,29
3,0,10,28,27,28
2,0,9,29,28,29
3,0,9,29,27,28
2,0,9,29,28,29
3,0,9,29,27,28
2,0,9,29,28,29
3,0,10,29,27,28
2,0,10,28,28,29
3,0,10,29,27,28
2,0,9,28,28,29
3,0,8,29,27,28
2,0,7,28,28,29
3,0,7,28,27,28
2,0,8,28,28,29
3,0,7,28,27,28
2,0,7,28,28,29
3,0,6,29,27,28
2,0,6,29,28,29
3,0,6,29,27,28
2,0,5,28,28,29
3,0,5,27,27,28
2,0,6,27,28,29
3,0,6,26,27,28
2,0,5,26,28,29
3,0,4,25,27,28
2,0,3,26,28,29
3,0,3,27,27,28
2,0,3,26,28,29
3,0,4,25,27,28
2,0,4,25,28,29
3,0,4,26,27,28
2,0,4,27,28,29
3,0,5,28,27,28
2,0,5,28,28,29
3,0,6,28,27,28
2,0,6,27,28,29
3,0,7,27,27,28
2,0,8,28,28,29
3,0,9,28,27,28
2,0,8,28,28,29
3,0,9,27,27,28
2,0,9,26,28,29
3,0,8,26,27,28
2,0,8,27,28,29
3,0,8,26,27,28
2,0,8,25,28,29
3,0,7,25,27,28
2,0,8,25,28,29
3,0,9,24,27,28
2,0,9,24,28,29
3,0,8,25,27,28
2,0,9,26,28,29
3,0,8,27,27,28
2,0,8,27,28,29
3,0,9,26,27,28
2,0,9,25,28,29
3,0,9,26,27,28
2,0,8,27,28,29
3,0,8,26,27,28
2,0,8,26,28,29
3,0,7,26,27,28
2,0,7,25,28,29
3,0,6,25,27,28
2,0,7,24,28,29
3,0,6,24,27,28
2,0,5,23,28,29
3,0,5,22,27,28
2,0,4,22,28,29
3,0,4,22,27,28
2,0,3,23,28,29
3,0,4,23,27,28
2,0,4,24,28,29
3,0,4,23,27,28
2,0,4,23,28,29
3,0,5,23,27,28
2,0,6,23,28,29
3,0,7,24,27,28
2,0,7,25,28,29
3,0,6,26,27,28
2,0,5,26,28,29
3,0,6,27,27,28
2,0,6,28,28,29
3,0,6,28,27,28
2,0,7,29,28,29
3,0,6,28,27,28
2,0,6,28,28,29
3,0,6,29,27,28
2,0,7,29,28,29
3,0,8,29,27,28
2,0,7,29,28,29
3,0,6,29,27,28
2,0,7,28,28,29
3,0,8,29,27,28
2,0,8,29,28,29
3,0,9,29,27,28
2,0,9,28,28,29
3,0,9,29,27,28
2,0,9,29,28,29
3,0,9,29,27,28
2,0,9,28,28,29
3,0,10,27,27,28
2,0,10,28,28,29
3,0,11,27,27,28
2,0,12,28,28,29
3,0,13,27,27,28
2,0,12,27,28,29
3,0,11,26,27,28
2,0,12,26,28,29
3,0,13,27,27,28
2,0,14,27,28,29
3,0,14,26,27,28
2,0,15,26,28,29
3,0,15,25,27,28
2,0,16,24,28,29
3,0,17,23,27,28
2,0,17,23,28,29
3,0,17,24,27,28
2,0,18,25,28,29
3,0,18,26,27,28
2,0,17,27,28,29
3,0,16,27,27,28
2,0,15,28,28,29
3,0,14,27,27,28
2,0,13,26,28,29
3,0,13,25,27,28
2,0,13,25,28,29
3,0,14,25,27,28
2,0,13,25,28,29
3,0,14,25,27,28
2,0,15,24,28,29
3,0,16,25,27,28
2,0,17,25,28,29
3,0,18,25,27,28
2,0,19,26,28,29
3,0,18,27,27,28
2,0,17,27,28,29
3,0,16,28,27,28
2,0,17,27,28,29
3,0,17,28,27,28
2,0,17,29,28,29
3,0,17,29,27,28
2,0,17,29,28,29
3,0,18,29,27,28
2,0,19,28,28,29
3,0,18,28,27,28
2,0,17,28,28,29
3,0,18,28,27,28
2,0,18,27,28,29
3,0,17,28,27,28
2,0,18,29,28,29
3,0,18,29,27,28
2,0,19,28,28,29
3,0,18,28,27,28
2,0,17,27,28,29
3,0,17,28,27,28
2,0,16,28,28,29
3,0,15,29,27,28
2,0,15,28,28,29
3,0,14,27,27,28
2,0,14,28,28,29
3,0,15,27,27,28
2,0,16,27,28,29
3,0,15,27,27,28
2,0,16,28,28,29
3,0,16,29,27,28
2,0,16,28,28,29
3,0,16,27,27,28
2,0,15,28,28,29
3,0,16,28,27,28
2,0,17,27,28,29
3,0,17,27,27,28
2,0,17,28,28,29
3,0,17,29,27,28
2,0,16,29,28,29
3,0,17,28,27,28
2,0,16,27,28,29
3,0,16,27,27,28
2,0,16,28,28,29
3,0,17,27,27,28
2,0,16,27,28,29
3,0,15,27,27,28
2,0,16,27,28,29
3,0,16,28,27,28
2,0,17,29,28,29
3,0,16,29,27,28
2,0,16,29,28,29
3,0,16,29,27,28
2,0,16,29,28,29
3,0,16,29,27,28
2,0,17,29,28,29
3,0,17,29,27,28
2,0,17,29,28,29
3,0,17,28,27,28
2,0,16,28,28,29
3,0,15,29,27,28
2,0,15,29,28,29
3,0,15,29,27,28
2,0,15,28,28,29
3,0,15,27,27,28
2,0,14,27,28,29
3,0,15,26,27,28
2,0,15,27,28,29
3,0,14,28,27,28
2,0,15,27,28,29
3,0,15,26,27,28
2,0,14,27,28,29
3,0,13,26,27,28
2,0,13,26,28,29
3,0,14,26,27,28
2,0,14,25,28,29
3,0,13,25,27,28
2,0,14,25,28,29
3,0,13,25,27,28
2,0,12,25,28,29
3,0,11,26,27,28
2,0,10,26,28,29
3,0,10,27,27,28
2,0,10,26,28,29
3,0,11,27,27,28
2,0,12,26,28,29
3,0,12,25,27,28
2,0,13,25,28,29
3,0,13,26,27,28
2,0,12,26,28,29
3,0,13,26,27,28
2,0,14,26,28,29
3,0,14,26,27,28
2,0,15,25,28,29
3,0,14,25,27,28
2,0,14,26,28,29
3,0,13,26,27,28
2,0,12,27,28,29
3,0,12,28,27,28
2,0,11,29,28,29
3,0,11,29,27,28
2,0,10,29,28,29
3,0,10,29,27,28
2,0,9,28,28,29
3,0,8,28,27,28
2,0,7,27,28,29
3,0,7,27,27,28
2,0,8,28,28,29
3,0,9,28,27,28
2,0,10,29,28,29
3,0,10,29,27,28
2,0,10,29,28,29
3,0,10,29,27,28
2,0,10,28,28,29
3,0,9,28,27,28
2,0,8,29,28,29
3,0,8,29,27,28
2,0,8,28,28,29
3,0,8,27,27,28
2,0,8,27,28,29
3,0,9,28,27,28
2,0,9,27,28,29
3,0,10,27,27,28
2,0,9,26,28,29
3,0,8,26,27,28
2,0,8,26,28,29
3,0,8,25,27,28
2,0,8,26,28,29
3,0,9,27,27,28
2,0,10,27,28,29
3,0,11,28,27,28
2,0,11,29,28,29
3,0,11,29,27,28
2,0,11,29,28,29
3,0,11,29,27,28
2,0,10,28,28,29
3,0,9,29,27,28
2,0,9,29,28,29
3,0,10,28,27,28
2,0,10,28,28,29
3,0,10,28,27,28
2,0,9,28,28,29
3,0,10,28,27,28
2,0,11,28,28,29
3,0,10,28,27,28
2,0,10,27,28,29
3,0,10,27,27,28
2,0,11,26,28,29
3,0,10,27,27,28
2,0,9,27,28,29
3,0,8,27,27,28
2,0,8,28,28,29
3,0,9,27,27,28
2,0,8,27,28,29
3,0,7,28,27,28
2,0,6,27,28,29
3,0,5,28,27,28
2,0,4,28,28,29
