Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,10,28,27,26,5
18,21,19,16,23,4
18,22,20,16,24,5
17,23,21,15,25,6
18,22,22,15,26,5
17,23,21,15,27,4
18,22,22,15,26,5
17,23,23,16,27,4
18,22,24,17,26,5
17,23,24,17,27,4
18,22,24,16,26,5
17,23,25,16,27,4
18,22,25,17,26,5
17,23,26,16,27,4
18,22,25,15,26,5
17,23,25,14,27,4
18,22,26,15,26,5
17,23,25,16,27,4
18,22,24,17,26,5
17,23,23,17,27,4
18,22,24,16,26,5
17,23,24,17,27,4
18,22,23,16,26,5
17,23,24,16,27,4
18,22,25,17,26,5
17,23,24,18,27,4
18,22,24,18,26,5
17,23,23,19,27,4
18,22,22,19,26,5
17,23,22,18,27,4
18,22,21,18,26,5
17,23,22,17,27,4
18,22,22,17,26,5
17,23,21,17,27,4
18,22,20,18,26,5
17,23,19,19,27,4
18,22,18,20,26,5
17,23,19,20,27,4
18,22,19,21,26,5
19,21,20,21,27,4
20,21,20,22,26,5
20,22,21,21,27,4
21,21,20,22,26,5
22,20,21,23,27,4
23,21,21,23,26,5
24,20,20,23,27,4
24,19,20,23,26,5
25,18,21,23,27,4
26,19,22,23,26,5
25,19,23,23,27,4
24,18,22,24,26,5
25,17,21,24,27,4
26,16,22,25,26,5
27,15,21,26,27,4
26,14,22,27,26,5
27,13,21,28,27,4
28,12,20,28,26,5
27,12,20,29,27,4
28,11,19,28,26,5
27,11,18,27,27,4
28,10,19,26,26,5
27,11,19,27,27,4
28,10,18,28,26,5
27,11,19,28,27,4
28,10,19,28,26,5
27,11,19,27,27,4
28,10,19,28,26,5
27,11,19,28,27,4
28,10,19,29,26,5
27,11,19,29,27,4
28,10,19,29,26,5
27,11,18,28,27,4
28,10,19,29,26,5
27,11,19,28,27,4
28,10,20,27,26,5
27,11,21,26,27,4
28,10,22,26,26,5
27,11,21,25,27,4
28,10,22,24,26,5
27,11,23,24,27,4
28,10,22,25,26,5
27,11,22,24,27,4
28,10,22,25,26,5
27,11,23,24,27,4
28,10,23,25,26,5
27,11,24,24,27,4
28,10,24,25,26,5
27,11,25,25,27,4
28,10,24,24,26,5
27,11,24,23,27,4
28,10,24,23,26,5
27,11,25,24,27,4
28,10,25,23,26,5
27,11,26,24,27,4
28,10,25,25,26,5
27,11,25,25,27,4
28,10,25,25,26,5
27,11,24,26,27,4
28,10,24,25,26,5
27,11,24,26,27,4
28,10,23,27,26,5
27,11,24,27,27,4
28,10,23,28,26,5
27,11,24,28,27,4
28,10,24,29,26,5
27,11,24,28,27,4
28,10,23,27,26,5
27,11,24,28,27,4
28,10,25,27,26,5
27,11,26,26,27,4
28,10,27,26,26,5
27,11,26,26,27,4
28,10,25,27,26,5
27,11,25,27,27,4
28,10,26,28,26,5
27,11,26,29,27,4
28,10,26,28,26,5
27,11,25,28,27,4
28,10,25,28,26,5
27,11,25,29,27,4
28,10,26,29,26,5
27,11,26,29,27,4
28,10,26,29,26,5
27,11,27,29,27,4
28,10,27,29,26,5
27,11,28,29,27,4
28,10,27,28,26,5
27,11,27,29,27,4
28,10,27,29,26,5
27,11,27,29,27,4
28,10,26,28,26,5
27,11,26,29,27,4
28,10,26,29,26,5
27,11,27,28,27,4
28,10,28,27,26,5
