Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
27,8,29,21,25,29
4,25,12,9,16,22
5,24,12,10,17,23
6,23,13,11,18,24
7,22,12,11,19,25
8,21,13,10,20,26
9,20,12,11,21,27
10,19,11,11,22,28
11,18,12,10,23,29
12,17,13,10,24,28
13,16,12,11,25,29
14,15,13,10,24,28
15,14,13,11,25,29
15,13,14,11,24,28
15,12,13,12,25,29
14,13,12,11,24,28
15,14,13,11,25,29
15,13,14,11,24,28
15,12,14,12,25,29
15,13,14,13,24,28
15,14,14,13,25,29
16,15,14,14,24,28
16,16,15,13,25,29
17,15,15,14,24,28
17,16,16,13,25,29
18,15,15,13,24,28
18,16,14,14,25,29
17,17,14,13,24,28
17,16,15,12,25,29
18,15,14,13,24,28
17,16,14,12,25,29
17,15,14,13,24,28
17,16,15,14,25,29
18,17,16,14,24,28
18,16,16,14,25,29
19,17,16,13,24,28
19,16,17,14,25,29
20,17,17,13,24,28
20,16,18,14,25,29
21,17,19,13,24,28
22,16,19,14,25,29
22,17,18,14,24,28
22,18,18,14,25,29
23,19,18,15,24,28
23,20,19,16,25,29
24,21,19,15,24,28
24,20,19,15,25,29
25,21,18,16,24,28
24,22,17,17,25,29
23,23,18,18,24,28
24,24,18,17,25,29
24,23,19,18,24,28
25,24,19,17,25,29
25,23,18,17,24,28
25,24,19,16,25,29
26,23,20,16,24,28
26,22,20,16,25,29
27,23,20,16,24,28
26,22,19,16,25,29
26,23,19,17,24,28
26,24,19,18,25,29
26,25,18,19,24,28
27,24,18,20,25,29
26,24,18,19,24,28
27,23,17,20,25,29
27,24,18,20,24,28
26,24,18,21,25,29
27,23,18,20,24,28
27,24,18,21,25,29
26,24,19,21,24,28
27,23,19,22,25,29
27,24,19,21,24,28
26,24,19,22,25,29
27,23,18,22,24,28
27,24,19,23,25,29
26,24,19,22,24,28
27,23,20,23,25,29
27,24,20,23,24,28
26,24,19,23,25,29
27,23,20,22,24,28
27,24,19,22,25,29
26,24,18,23,24,28
27,23,18,24,25,29
27,24,19,23,24,28
26,24,18,24,25,29
27,23,17,23,24,28
27,24,16,22,25,29
26,24,15,21,24,28
27,23,14,22,25,29
27,24,14,21,24,28
26,24,13,20,25,29
27,23,14,19,24,28
27,24,15,18,25,29
26,24,16,17,24,28
27,23,16,18,25,29
27,24,16,17,24,28
26,24,16,18,25,29
27,23,17,19,24,28
27,24,16,18,25,29
26,24,15,17,24,28
27,23,15,17,25,29
27,24,14,18,24,28
26,24,15,19,25,29
27,23,15,18,24,28
27,24,15,18,25,29
26,24,14,17,24,28
27,23,14,18,25,29
27,24,15,19,24,28
26,24,15,18,25,29
27,23,14,17,24,28
27,24,15,18,25,29
26,24,14,18,24,28
27,23,13,18,25,29
27,24,14,17,24,28
26,24,14,16,25,29
27,23,13,16,24,28
27,24,14,16,25,29
26,24,13,15,24,28
27,23,13,16,25,29
27,24,13,15,24,28
26,24,13,14,25,29
27,23,13,13,24,28
27,24,14,14,25,29
26,24,15,13,24,28
25,23,14,14,25,29
24,24,15,14,24,28
24,23,14,14,25,29
24,24,15,14,24,28
24,23,16,14,25,29
24,22,15,13,24,28
25,23,14,13,25,29
24,23,14,12,24,28
24,22,14,12,25,29
23,21,14,11,24,28
23,20,15,11,25,29
23,19,15,12,24,28
23,20,15,13,25,29
23,21,16,13,24,28
23,20,17,13,25,29
23,19,18,13,24,28
23,18,18,14,25,29
23,19,19,14,24,28
23,18,20,14,25,29
23,17,21,15,24,28
24,18,21,14,25,29
23,19,21,14,24,28
24,18,22,15,25,29
23,19,21,16,24,28
23,18,21,16,25,29
24,19,21,15,24,28
24,18,22,16,25,29
25,19,22,17,24,28
25,20,21,18,25,29
24,21,20,18,24,28
24,22,21,18,25,29
24,21,20,19,24,28
23,22,19,18,25,29
24,23,20,17,24,28
25,22,19,17,25,29
25,23,18,18,24,28
24,24,19,19,25,29
25,25,18,20,24,28
26,24,19,19,25,29
25,25,20,20,24,28
24,24,19,20,25,29
24,25,18,19,24,28
23,24,17,20,25,29
22,23,17,21,24,28
23,22,17,20,25,29
24,21,16,21,24,28
25,20,15,21,25,29
26,19,15,21,24,28
27,18,14,22,25,29
28,17,15,21,24,28
