Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
27,21,27,21,27,29
13,21,20,12,9,25
12,20,21,11,10,26
13,19,22,11,11,27
13,20,22,12,12,26
13,21,21,12,13,27
13,20,22,12,14,28
13,21,21,13,15,29
14,20,21,13,16,28
15,19,21,13,17,29
16,18,22,13,18,28
16,19,21,12,19,29
15,18,22,13,20,28
16,19,23,13,21,29
16,20,23,14,22,28
17,21,22,15,23,29
18,20,22,16,24,28
19,19,21,17,25,29
20,18,20,16,26,28
21,17,19,15,27,29
22,18,20,16,28,28
23,19,21,17,27,29
24,20,22,18,28,28
25,21,22,19,27,29
25,22,21,20,28,28
24,23,22,20,27,29
24,22,21,19,28,28
25,23,22,20,27,29
26,24,21,19,28,28
27,25,21,20,27,29
27,26,22,19,28,28
28,25,22,20,27,29
28,26,23,20,28,28
28,25,22,21,27,29
27,26,23,21,28,28
27,25,24,22,27,29
28,26,24,21,28,28
28,25,24,22,27,29
28,26,24,23,28,28
27,26,24,23,27,29
26,25,23,24,28,28
25,26,23,23,27,29
25,25,23,22,28,28
25,24,22,22,27,29
25,25,23,22,28,28
25,24,24,21,27,29
26,23,24,22,28,28
26,24,24,22,27,29
27,25,23,21,28,28
26,24,24,20,27,29
27,23,25,20,28,28
27,22,26,21,27,29
26,21,27,21,28,28
27,21,27,21,27,29
