Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
24,13,16,3,16,28
20,10,7,9,5,27
21,9,6,8,6,28
22,8,7,8,7,29
23,7,8,9,8,28
23,8,9,9,9,29
24,7,8,10,10,28
23,7,7,10,11,29
23,8,6,11,12,28
24,7,7,11,13,29
23,7,8,10,14,28
23,8,9,10,15,29
24,7,10,11,16,28
23,7,10,11,17,29
23,8,11,11,16,28
24,7,11,11,17,29
23,7,12,10,16,28
23,8,12,9,17,29
24,7,12,10,16,28
23,7,13,9,17,29
23,8,13,10,16,28
24,7,12,11,17,29
23,7,12,10,16,28
23,8,12,9,17,29
24,7,12,9,16,28
23,7,11,8,17,29
23,8,10,7,16,28
24,7,11,8,17,29
23,7,12,9,16,28
23,8,12,8,17,29
24,7,12,7,16,28
23,7,11,8,17,29
23,8,11,8,16,28
24,7,12,9,17,29
23,7,13,8,16,28
23,8,12,8,17,29
24,7,12,7,16,28
23,7,11,7,17,29
23,8,11,7,16,28
24,7,11,8,17,29
23,7,11,7,16,28
23,8,10,6,17,29
24,7,10,6,16,28
23,7,10,5,17,29
23,8,10,5,16,28
24,7,11,6,17,29
23,7,11,7,16,28
23,8,11,6,17,29
24,7,11,6,16,28
23,7,10,6,17,29
23,8,10,6,16,28
24,7,9,7,17,29
23,7,8,6,16,28
23,8,9,6,17,29
24,7,8,6,16,28
23,7,8,5,17,29
23,8,7,6,16,28
24,7,8,5,17,29
23,7,8,5,16,28
23,8,9,6,17,29
24,7,10,6,16,28
23,7,10,6,17,29
23,8,9,6,16,28
24,7,10,7,17,29
23,7,11,6,16,28
23,8,11,6,17,29
24,7,11,5,16,28
23,7,11,5,17,29
23,8,11,5,16,28
24,7,10,6,17,29
23,7,11,7,16,28
23,8,12,6,17,29
24,7,12,7,16,28
23,7,12,7,17,29
23,8,12,6,16,28
24,7,11,5,17,29
23,7,10,4,16,28
23,8,10,5,17,29
24,7,10,5,16,28
23,7,9,6,17,29
23,8,8,6,16,28
24,7,8,6,17,29
23,7,8,6,16,28
23,8,8,6,17,29
24,7,8,6,16,28
23,7,8,5,17,29
23,8,9,5,16,28
24,7,9,4,17,29
23,7,10,5,16,28
23,8,9,5,17,29
24,7,9,6,16,28
23,7,10,7,17,29
23,8,11,6,16,28
24,7,11,5,17,29
23,7,11,4,16,28
23,8,10,3,17,29
24,7,11,4,16,28
23,7,12,3,17,29
23,8,11,2,16,28
24,7,11,3,17,29
23,7,10,4,16,28
23,8,9,5,17,29
24,7,10,5,16,28
23,7,9,6,17,29
23,8,8,6,16,28
24,7,8,6,17,29
23,7,8,6,16,28
23,8,7,5,17,29
24,7,8,5,16,28
23,7,9,5,17,29
23,8,8,4,16,28
24,7,9,3,17,29
23,7,10,2,16,28
23,8,11,3,17,29
24,7,10,3,16,28
23,7,10,3,17,29
23,8,11,2,16,28
24,7,11,1,17,29
23,7,12,0,16,28
22,8,12,0,17,29
21,9,12,0,16,28
22,10,12,0,17,29
21,9,11,1,16,28
20,10,11,2,17,29
20,11,10,2,16,28
20,12,11,1,17,29
21,11,11,0,16,28
21,10,10,1,17,29
20,11,9,0,16,28
19,10,10,1,17,29
20,11,11,2,16,28
21,12,10,3,17,29
20,13,10,4,16,28
20,14,11,5,17,29
21,15,10,4,16,28
20,14,11,3,17,29
21,13,12,2,16,28
22,12,11,1,17,29
21,11,12,2,16,28
22,12,11,3,17,29
21,13,11,4,16,28
21,14,10,4,17,29
20,14,11,3,16,28
21,13,10,3,17,29
20,13,10,2,16,28
20,12,11,1,17,29
21,11,10,0,16,28
20,10,10,0,17,29
19,9,10,0,16,28
20,10,10,0,17,29
19,9,9,1,16,28
18,10,10,0,17,29
19,9,11,0,16,28
20,8,10,1,17,29
21,7,9,1,16,28
22,6,9,1,17,29
21,7,8,0,16,28
22,6,8,1,17,29
21,7,9,0,16,28
22,6,9,0,17,29
21,7,10,0,16,28
20,8,11,0,17,29
21,9,11,0,16,28
20,8,11,0,17,29
21,9,12,1,16,28
21,10,13,2,17,29
22,11,14,3,16,28
23,12,15,4,17,29
24,13,16,3,16,28
