Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
17,5,18,27,27,28
8,16,22,21,12,19
7,15,23,22,13,20
8,14,23,21,14,21
9,13,24,20,15,22
10,12,25,21,16,23
11,11,26,22,17,24
12,10,25,23,18,25
13,9,24,24,19,26
14,8,23,25,20,27
15,7,24,24,21,28
16,6,23,25,22,29
17,5,22,24,23,28
16,6,23,24,24,29
17,5,22,24,25,28
16,6,21,23,26,29
17,5,22,24,27,28
16,6,21,25,28,29
17,5,22,26,27,28
16,6,23,26,28,29
17,5,22,27,27,28
16,6,22,27,28,29
17,5,22,26,27,28
16,6,21,26,28,29
17,5,20,25,27,28
16,6,21,25,28,29
17,5,20,24,27,28
16,6,19,24,28,29
17,5,19,24,27,28
16,6,19,25,28,29
17,5,18,26,27,28
16,6,18,26,28,29
17,5,19,26,27,28
16,6,19,27,28,29
17,5,18,27,27,28
