Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
27,22,6,5,27,29
26,24,16,4,12,14
27,23,16,3,13,15
28,22,15,3,14,16
27,22,16,2,15,17
28,21,15,1,16,18
27,22,16,0,17,19
28,21,17,0,18,20
27,22,17,1,19,21
28,21,17,1,20,22
27,22,17,1,21,23
28,21,17,2,22,24
27,22,18,2,23,25
28,21,18,1,24,26
27,22,19,2,25,27
28,21,20,3,26,28
27,22,19,4,27,29
28,21,20,4,28,28
27,22,20,3,27,29
28,21,19,2,28,28
27,22,20,2,27,29
28,21,21,3,28,28
27,22,20,3,27,29
28,21,19,2,28,28
27,22,19,3,27,29
28,21,20,3,28,28
27,22,20,4,27,29
28,21,21,3,28,28
27,22,22,4,27,29
28,21,22,3,28,28
27,22,22,4,27,29
28,21,22,3,28,28
27,22,22,2,27,29
28,21,21,1,28,28
27,22,21,1,27,29
28,21,20,1,28,28
27,22,21,2,27,29
28,21,20,3,28,28
27,22,21,2,27,29
28,21,21,2,28,28
27,22,20,1,27,29
28,21,19,1,28,28
27,22,18,0,27,29
28,21,17,1,28,28
27,22,18,1,27,29
28,21,17,2,28,28
27,22,17,2,27,29
28,21,17,2,28,28
27,22,17,2,27,29
28,21,16,2,28,28
27,22,15,3,27,29
28,21,14,2,28,28
27,22,15,3,27,29
28,21,16,3,28,28
27,22,15,4,27,29
28,21,16,5,28,28
27,22,16,5,27,29
28,21,17,5,28,28
27,22,18,6,27,29
28,21,17,5,28,28
27,22,16,5,27,29
28,21,17,5,28,28
27,22,18,4,27,29
28,21,17,4,28,28
27,22,16,4,27,29
28,21,15,5,28,28
27,22,15,4,27,29
28,21,15,4,28,28
27,22,15,4,27,29
28,21,16,4,28,28
27,22,16,3,27,29
28,21,16,4,28,28
27,22,17,3,27,29
28,21,16,3,28,28
27,22,16,4,27,29
28,21,15,5,28,28
27,22,14,6,27,29
28,21,13,7,28,28
27,22,14,7,27,29
28,21,13,8,28,28
27,22,12,7,27,29
28,21,13,6,28,28
27,22,14,5,27,29
28,21,13,6,28,28
27,22,12,6,27,29
28,21,11,7,28,28
27,22,10,7,27,29
28,21,10,8,28,28
27,22,11,7,27,29
28,21,11,7,28,28
27,22,12,7,27,29
28,21,11,8,28,28
27,22,10,9,27,29
28,21,9,9,28,28
27,22,8,10,27,29
28,21,8,10,28,28
27,22,7,11,27,29
28,21,7,12,28,28
27,22,7,13,27,29
28,21,8,12,28,28
27,22,9,11,27,29
28,21,9,10,28,28
27,22,9,9,27,29
28,21,8,9,28,28
27,22,7,8,27,29
28,21,6,8,28,28
27,22,7,9,27,29
28,21,8,8,28,28
27,22,9,9,27,29
28,21,8,9,28,28
27,22,8,10,27,29
28,21,9,9,28,28
27,22,9,8,27,29
28,21,9,9,28,28
27,22,8,9,27,29
28,21,9,8,28,28
27,22,10,7,27,29
28,21,9,7,28,28
27,22,9,7,27,29
28,21,9,8,28,28
27,22,9,7,27,29
28,21,8,7,28,28
27,22,7,7,27,29
28,21,6,6,28,28
27,22,6,5,27,29
