Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
20,20,18,26,18,29
21,20,12,18,3,24
20,20,13,19,4,25
21,20,14,18,5,26
20,20,13,19,6,27
21,20,12,20,7,28
20,20,13,21,8,29
21,20,14,20,9,28
20,20,14,20,10,29
21,20,13,21,11,28
20,20,13,22,12,29
21,20,14,23,13,28
20,20,14,22,14,29
21,20,14,23,15,28
20,20,13,24,16,29
21,20,14,25,17,28
20,20,14,24,18,29
21,20,14,24,17,28
20,20,15,25,18,29
21,20,16,25,17,28
20,20,15,26,18,29
21,20,16,27,17,28
22,19,16,26,18,29
21,20,16,26,17,28
20,20,16,27,18,29
21,20,17,26,17,28
20,20,16,25,18,29
21,20,17,26,17,28
20,20,18,26,18,29
