Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
17,0,1,10,26,28
24,0,3,22,10,8
23,0,4,22,11,9
22,0,4,22,12,10
22,1,4,21,13,11
23,0,4,21,14,12
22,0,5,20,15,13
21,0,5,21,16,14
20,0,4,22,17,15
19,0,5,23,18,16
18,0,6,22,19,17
17,0,6,22,20,18
18,1,5,21,21,19
17,0,5,20,22,20
18,1,6,19,23,21
17,0,6,19,24,22
18,1,5,18,25,23
17,0,4,17,26,24
18,1,3,17,27,25
17,0,2,17,26,26
18,1,2,17,27,27
17,0,3,16,26,28
18,1,2,16,27,29
17,0,2,16,26,28
18,1,3,17,27,29
17,0,4,16,26,28
18,1,5,15,27,29
17,0,5,16,26,28
18,1,4,16,27,29
17,0,4,16,26,28
18,1,4,15,27,29
17,0,4,14,26,28
18,1,4,13,27,29
17,0,3,13,26,28
18,1,3,12,27,29
17,0,3,13,26,28
18,1,3,13,27,29
17,0,2,12,26,28
18,1,2,13,27,29
17,0,3,12,26,28
18,1,3,11,27,29
17,0,2,12,26,28
18,1,2,12,27,29
17,0,2,12,26,28
18,1,2,11,27,29
17,0,1,10,26,28
