Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
22,18,18,18,28,12
27,18,22,12,15,9
27,19,22,13,16,10
27,18,23,14,15,11
26,17,23,13,16,12
27,17,23,13,17,11
26,17,23,14,18,10
26,16,24,14,19,11
25,17,23,14,18,12
26,16,22,15,19,13
27,16,23,14,20,14
26,15,24,15,21,15
27,15,25,16,20,16
27,15,25,16,19,17
27,15,24,16,18,18
27,16,25,16,19,17
27,16,24,15,20,16
26,17,24,15,19,17
25,17,23,14,20,18
26,17,22,15,21,17
25,17,23,16,20,18
24,17,22,15,21,17
25,18,21,16,22,18
24,17,21,16,23,17
23,18,20,17,24,16
24,19,21,17,23,17
25,19,20,17,24,16
24,20,20,17,25,15
24,19,21,16,26,16
23,18,21,17,27,15
23,17,21,18,26,16
24,18,20,19,27,15
23,17,19,19,28,14
23,17,18,18,27,13
22,18,18,18,28,12
