Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
3,1,28,19,28,17
11,2,14,8,24,11
12,1,14,7,25,12
13,0,15,8,26,13
12,0,15,7,27,14
11,0,15,7,28,15
10,0,15,8,27,16
9,0,16,8,28,17
8,0,17,8,27,18
7,0,16,7,28,17
6,0,17,7,27,18
5,0,16,8,28,17
4,0,17,9,27,18
3,0,16,10,28,17
2,0,16,11,27,18
3,1,15,12,28,17
2,0,14,11,27,18
3,1,14,10,28,17
2,0,15,10,27,18
3,1,14,11,28,17
2,0,15,11,27,18
3,1,16,11,28,17
2,0,17,11,27,18
3,1,17,11,28,17
2,0,17,12,27,18
3,1,17,13,28,17
2,0,18,12,27,18
3,1,17,13,28,17
2,0,18,12,27,18
3,1,17,13,28,17
2,0,18,13,27,18
3,1,19,13,28,17
2,0,20,13,27,18
3,1,21,12,28,17
2,0,20,12,27,18
3,1,19,12,28,17
2,0,20,13,27,18
3,1,21,14,28,17
2,0,20,14,27,18
3,1,21,15,28,17
2,0,22,16,27,18
3,1,23,16,28,17
2,0,24,15,27,18
3,1,23,16,28,17
2,0,22,17,27,18
3,1,21,17,28,17
2,0,21,16,27,18
3,1,22,17,28,17
2,0,23,17,27,18
3,1,23,16,28,17
2,0,23,16,27,18
3,1,23,15,28,17
2,0,23,14,27,18
3,1,22,15,28,17
2,0,23,15,27,18
3,1,23,16,28,17
2,0,24,16,27,18
3,1,25,15,28,17
2,0,25,15,27,18
3,1,26,15,28,17
2,0,27,16,27,18
3,1,26,15,28,17
2,0,26,16,27,18
3,1,27,17,28,17
2,0,28,18,27,18
3,1,28,19,28,17
