Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
22,1,0,7,28,29
4,13,15,8,9,16
5,12,16,7,10,17
6,11,16,7,11,18
7,10,17,8,12,19
8,9,17,7,13,20
7,10,18,7,14,21
8,9,17,8,15,22
7,10,16,9,16,23
8,9,17,10,17,24
7,10,17,9,18,25
8,9,16,9,19,26
7,10,16,8,20,27
8,9,16,8,21,28
7,10,15,8,22,29
8,9,16,8,23,28
7,10,17,9,24,29
8,9,17,9,25,28
7,10,18,9,26,29
8,9,19,8,27,28
7,10,20,8,28,29
8,9,20,9,27,28
7,10,20,8,28,29
8,9,20,8,27,28
7,10,21,9,28,29
8,9,21,9,27,28
7,10,22,10,28,29
8,9,21,10,27,28
7,10,22,9,28,29
8,9,22,8,27,28
7,10,23,8,28,29
8,9,22,7,27,28
7,10,21,8,28,29
8,9,21,9,27,28
7,10,20,10,28,29
8,9,20,9,27,28
7,10,19,8,28,29
8,9,20,8,27,28
7,10,19,8,28,29
8,9,18,9,27,28
7,10,17,8,28,29
8,9,18,8,27,28
7,10,18,9,28,29
8,9,17,8,27,28
7,10,18,8,28,29
8,9,18,9,27,28
7,10,17,8,28,29
8,9,16,7,27,28
7,10,16,7,28,29
8,9,16,7,27,28
7,10,15,7,28,29
8,9,16,7,27,28
7,10,16,8,28,29
8,9,16,7,27,28
7,10,15,8,28,29
8,9,14,9,27,28
7,10,14,8,28,29
8,9,14,7,27,28
7,10,15,6,28,29
8,9,14,5,27,28
7,10,13,4,28,29
8,9,14,4,27,28
7,10,13,3,28,29
8,9,12,3,27,28
7,10,13,2,28,29
8,9,12,2,27,28
7,10,12,3,28,29
8,9,12,3,27,28
7,10,11,2,28,29
8,9,10,2,27,28
7,10,9,2,28,29
8,9,8,3,27,28
7,10,7,3,28,29
8,9,7,4,27,28
7,10,8,4,28,29
8,9,7,3,27,28
7,10,8,3,28,29
8,9,7,2,27,28
7,10,6,3,28,29
8,9,5,2,27,28
7,10,4,1,28,29
8,9,4,2,27,28
7,10,5,2,28,29
8,9,6,3,27,28
7,10,5,2,28,29
8,9,6,2,27,28
7,10,5,2,28,29
8,9,6,2,27,28
7,10,7,3,28,29
8,9,6,2,27,28
7,10,5,2,28,29
8,9,6,2,27,28
7,10,5,3,28,29
8,9,5,2,27,28
7,10,5,3,28,29
8,9,6,2,27,28
7,10,7,3,28,29
8,9,6,3,27,28
7,10,7,4,28,29
8,9,6,4,27,28
7,10,6,5,28,29
8,9,7,6,27,28
9,8,8,7,28,29
10,9,7,6,27,28
11,10,8,7,28,29
12,11,8,6,27,28
12,10,8,5,28,29
12,9,9,5,27,28
12,8,9,4,28,29
12,7,9,5,27,28
12,8,8,5,28,29
12,9,8,6,27,28
12,10,8,6,28,29
13,11,7,5,27,28
14,12,7,4,28,29
14,11,7,4,27,28
15,12,7,3,28,29
15,11,8,2,27,28
15,12,8,2,28,29
14,11,7,1,27,28
15,10,6,0,28,29
16,9,7,0,27,28
17,10,7,1,28,29
18,10,8,0,27,28
17,9,8,0,28,29
18,10,7,1,27,28
17,9,7,0,28,29
16,8,7,0,27,28
17,9,8,1,28,29
17,10,8,2,27,28
18,10,8,1,28,29
18,11,7,1,27,28
17,12,8,2,28,29
17,13,8,2,27,28
18,12,9,2,28,29
18,11,9,1,27,28
18,10,9,2,28,29
18,11,9,3,27,28
17,12,9,2,28,29
18,11,9,1,27,28
18,10,10,2,28,29
19,11,9,3,27,28
20,10,9,2,28,29
21,9,9,3,27,28
22,8,8,3,28,29
23,7,7,2,27,28
24,6,6,2,28,29
25,5,5,2,27,28
26,4,5,1,28,29
27,3,5,2,27,28
28,2,5,3,28,29
27,2,4,3,27,28
28,1,3,3,28,29
27,1,3,4,27,28
28,0,3,5,28,29
27,0,2,5,27,28
26,0,1,5,28,29
25,0,2,6,27,28
24,0,3,5,28,29
23,0,3,5,27,28
22,0,2,6,28,29
21,0,1,7,27,28
22,1,0,7,28,29
