Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
2,0,29,14,28,5
4,13,17,22,24,1
5,12,17,21,25,2
6,11,16,20,26,3
7,10,17,20,27,4
8,9,17,21,28,5
9,8,17,22,27,6
10,7,18,21,28,5
11,6,19,22,27,6
12,5,19,22,28,5
13,4,18,21,27,6
14,3,18,20,28,5
13,2,18,21,27,6
14,1,19,22,28,5
15,0,20,23,27,6
14,0,19,22,28,5
13,0,18,22,27,6
12,0,18,22,28,5
11,0,19,21,27,6
10,0,20,21,28,5
9,0,19,20,27,6
8,0,19,21,28,5
7,0,19,21,27,6
6,0,19,20,28,5
5,0,19,19,27,6
4,0,19,19,28,5
3,0,20,19,27,6
2,0,21,20,28,5
1,0,22,19,27,6
2,0,21,19,28,5
1,0,21,18,27,6
2,0,20,17,28,5
1,0,21,16,27,6
2,0,22,16,28,5
1,0,22,16,27,6
2,0,23,16,28,5
1,0,24,16,27,6
2,0,23,16,28,5
1,0,22,17,27,6
2,0,21,18,28,5
1,0,21,17,27,6
2,0,22,17,28,5
1,0,23,17,27,6
2,0,22,18,28,5
1,0,22,18,27,6
2,0,22,17,28,5
1,0,23,16,27,6
2,0,24,15,28,5
1,0,24,15,27,6
2,0,24,15,28,5
1,0,25,16,27,6
2,0,26,15,28,5
1,0,25,14,27,6
2,0,25,14,28,5
1,0,24,14,27,6
2,0,23,14,28,5
1,0,24,13,27,6
2,0,25,14,28,5
1,0,26,14,27,6
2,0,25,15,28,5
1,0,24,14,27,6
2,0,24,15,28,5
1,0,25,14,27,6
2,0,24,15,28,5
1,0,25,14,27,6
2,0,24,15,28,5
1,0,23,14,27,6
2,0,22,13,28,5
1,0,22,12,27,6
2,0,21,13,28,5
1,0,21,13,27,6
2,0,20,12,28,5
1,0,21,12,27,6
2,0,20,11,28,5
1,0,21,10,27,6
2,0,21,9,28,5
1,0,21,8,27,6
2,0,22,7,28,5
1,0,21,8,27,6
2,0,22,8,28,5
1,0,21,9,27,6
2,0,20,9,28,5
1,0,19,10,27,6
2,0,20,11,28,5
1,0,19,10,27,6
2,0,20,10,28,5
1,0,20,11,27,6
2,0,19,12,28,5
1,0,20,11,27,6
2,0,21,11,28,5
1,0,21,11,27,6
2,0,20,10,28,5
1,0,19,11,27,6
2,0,18,10,28,5
1,0,17,10,27,6
2,0,17,9,28,5
1,0,17,9,27,6
2,0,16,9,28,5
1,0,15,10,27,6
2,0,15,10,28,5
