Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
10,11,10,11,28,27
8,8,15,8,12,19
8,9,16,9,13,20
7,10,16,8,14,21
8,9,16,7,15,22
7,10,15,6,16,23
8,9,16,5,17,24
7,10,17,4,18,25
8,9,17,3,19,26
7,10,16,2,20,27
8,9,16,3,21,26
7,10,17,4,22,27
8,9,18,5,23,28
7,10,18,6,24,29
8,9,17,5,25,28
7,10,18,5,26,29
8,9,17,5,27,28
7,10,18,4,28,27
8,9,19,5,27,28
7,10,18,6,28,27
8,9,18,7,27,28
7,10,17,6,28,27
8,9,16,6,27,28
7,10,16,6,28,27
8,9,16,6,27,28
7,10,17,5,28,27
8,9,17,4,27,28
7,10,17,3,28,27
8,9,18,2,27,28
7,10,17,1,28,27
8,9,18,1,27,28
7,10,18,2,28,27
8,9,17,2,27,28
7,10,16,3,28,27
8,9,15,3,27,28
7,10,14,3,28,27
8,9,14,4,27,28
7,10,14,5,28,27
8,9,14,4,27,28
7,10,13,5,28,27
8,9,14,4,27,28
7,10,13,4,28,27
8,9,13,3,27,28
7,10,14,4,28,27
8,9,13,3,27,28
7,10,13,3,28,27
8,9,12,2,27,28
7,10,11,2,28,27
8,9,12,3,27,28
7,10,12,2,28,27
8,9,11,1,27,28
7,10,11,1,28,27
8,9,12,1,27,28
7,10,12,1,28,27
8,9,11,0,27,28
7,10,11,0,28,27
8,9,11,0,27,28
7,10,12,0,28,27
8,9,12,1,27,28
7,10,13,1,28,27
8,9,13,1,27,28
7,10,13,1,28,27
8,9,13,0,27,28
7,10,13,0,28,27
8,9,14,1,27,28
7,10,14,0,28,27
8,9,14,0,27,28
7,10,15,0,28,27
8,9,15,0,27,28
7,10,16,1,28,27
8,9,15,2,27,28
7,10,15,2,28,27
8,9,16,2,27,28
7,10,15,2,28,27
8,9,14,2,27,28
7,10,15,3,28,27
8,9,16,4,27,28
7,10,16,4,28,27
8,9,15,4,27,28
7,10,14,4,28,27
8,9,15,3,27,28
7,10,15,3,28,27
8,9,16,2,27,28
7,10,15,2,28,27
8,9,16,3,27,28
7,10,16,3,28,27
8,9,16,4,27,28
7,10,17,4,28,27
8,9,17,5,27,28
7,10,18,6,28,27
8,9,17,6,27,28
7,10,17,6,28,27
8,9,18,5,27,28
7,10,18,6,28,27
8,9,19,5,27,28
7,10,20,4,28,27
8,9,21,5,27,28
7,10,20,5,28,27
8,9,20,4,27,28
7,10,20,3,28,27
8,9,20,2,27,28
7,10,19,2,28,27
8,9,19,2,27,28
7,10,20,2,28,27
8,9,20,3,27,28
7,10,19,3,28,27
8,9,19,4,27,28
7,10,19,5,28,27
8,9,20,6,27,28
7,10,19,6,28,27
8,9,20,7,27,28
7,10,20,6,28,27
8,9,19,6,27,28
7,10,18,6,28,27
8,9,19,6,27,28
7,10,20,5,28,27
8,9,20,4,27,28
7,10,20,4,28,27
8,9,19,3,27,28
7,10,18,4,28,27
8,9,18,4,27,28
7,10,18,3,28,27
8,9,18,3,27,28
7,10,17,2,28,27
8,9,16,2,27,28
7,10,16,2,28,27
8,9,15,3,27,28
7,10,14,3,28,27
8,9,14,4,27,28
7,10,13,4,28,27
8,9,13,4,27,28
7,10,13,4,28,27
8,9,13,5,27,28
7,10,13,6,28,27
8,9,12,6,27,28
7,10,12,6,28,27
8,9,12,5,27,28
7,10,12,6,28,27
8,9,12,6,27,28
7,10,11,7,28,27
8,9,11,6,27,28
7,10,11,7,28,27
8,9,11,8,27,28
7,10,10,7,28,27
8,9,9,8,27,28
9,8,9,9,28,27
9,9,8,10,27,28
8,10,9,9,28,27
9,9,8,10,27,28
8,10,8,11,28,27
8,11,9,10,27,28
9,10,10,10,28,27
10,10,9,10,27,28
10,11,10,11,28,27
