Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
1,0,6,21,28,28
26,6,20,22,3,23
27,5,19,22,4,24
26,4,18,21,5,25
27,3,17,20,6,26
28,2,18,21,7,27
27,2,17,21,8,28
28,1,17,20,9,29
27,1,17,21,10,28
28,0,17,21,11,29
27,0,16,22,12,28
26,0,17,21,13,29
25,0,16,21,14,28
24,0,15,20,15,29
23,0,15,20,16,28
22,0,16,21,17,29
21,0,15,20,18,28
20,0,15,19,19,29
19,0,16,19,20,28
18,0,15,20,21,29
17,0,16,19,22,28
16,0,15,18,23,29
15,0,14,18,24,28
14,0,13,19,25,29
13,0,13,19,26,28
12,0,13,18,27,29
11,0,12,18,28,28
10,0,13,18,27,29
9,0,14,18,28,28
8,0,15,18,27,29
7,0,14,19,28,28
6,0,13,20,27,29
5,0,12,19,28,28
4,0,12,19,27,29
3,0,12,20,28,28
2,0,11,21,27,29
1,0,10,20,28,28
2,0,9,21,27,29
1,0,9,21,28,28
2,0,8,22,27,29
1,0,9,21,28,28
2,0,8,21,27,29
1,0,9,21,28,28
2,0,10,22,27,29
1,0,10,21,28,28
2,0,9,20,27,29
1,0,8,20,28,28
2,0,9,19,27,29
1,0,8,20,28,28
2,0,7,21,27,29
1,0,6,21,28,28
