Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
27,11,16,15,28,26
24,14,7,28,27,27
25,13,7,29,28,26
26,12,8,28,27,27
27,11,8,28,28,26
26,12,7,27,27,27
27,11,8,28,28,26
26,12,7,28,27,27
27,11,6,27,28,26
26,12,6,26,27,27
27,11,6,25,28,26
26,12,7,25,27,27
27,11,7,26,28,26
26,12,8,26,27,27
27,11,7,25,28,26
26,12,8,24,27,27
27,11,8,25,28,26
26,12,7,25,27,27
27,11,7,26,28,26
26,12,8,26,27,27
27,11,9,25,28,26
26,12,9,26,27,27
27,11,10,27,28,26
26,12,11,28,27,27
27,11,12,27,28,26
26,12,11,28,27,27
27,11,11,29,28,26
26,12,12,29,27,27
27,11,13,29,28,26
26,12,12,28,27,27
27,11,13,28,28,26
26,12,14,29,27,27
27,11,14,28,28,26
26,12,14,27,27,27
27,11,15,27,28,26
26,12,15,27,27,27
27,11,15,26,28,26
26,12,14,25,27,27
27,11,14,26,28,26
26,12,14,25,27,27
27,11,13,24,28,26
26,12,12,23,27,27
27,11,13,22,28,26
26,12,12,21,27,27
27,11,11,21,28,26
26,12,12,22,27,27
27,11,11,21,28,26
26,12,12,20,27,27
27,11,13,19,28,26
26,12,12,18,27,27
27,11,12,17,28,26
26,12,12,18,27,27
27,11,11,19,28,26
26,12,10,18,27,27
27,11,11,18,28,26
26,12,12,17,27,27
27,11,13,16,28,26
26,12,14,16,27,27
27,11,15,15,28,26
26,12,15,16,27,27
27,11,16,15,28,26
