Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,5,10,12,27,11
18,13,11,15,25,11
19,12,10,16,26,12
20,11,10,15,27,11
21,10,10,15,28,10
22,9,10,15,27,11
23,8,9,15,28,10
24,7,10,14,27,11
25,6,11,13,28,10
26,5,12,12,27,11
27,4,11,11,28,10
26,5,10,10,27,11
27,4,11,10,28,10
26,5,12,9,27,11
27,4,12,10,28,10
26,5,11,10,27,11
27,4,11,10,28,10
26,5,12,10,27,11
27,4,12,9,28,10
26,5,11,9,27,11
27,4,10,8,28,10
26,5,9,7,27,11
27,4,9,7,28,10
26,5,8,8,27,11
27,4,7,9,28,10
26,5,8,8,27,11
27,4,7,9,28,10
26,5,8,9,27,11
27,4,9,9,28,10
26,5,10,9,27,11
27,4,10,10,28,10
26,5,10,9,27,11
27,4,11,10,28,10
26,5,12,10,27,11
27,4,11,9,28,10
26,5,11,8,27,11
27,4,12,9,28,10
26,5,11,8,27,11
27,4,10,8,28,10
26,5,9,8,27,11
27,4,9,8,28,10
26,5,8,7,27,11
27,4,9,6,28,10
26,5,8,5,27,11
27,4,8,6,28,10
26,5,7,5,27,11
27,4,8,5,28,10
26,5,9,5,27,11
27,4,9,4,28,10
26,5,9,5,27,11
27,4,8,4,28,10
26,5,8,3,27,11
27,4,8,3,28,10
26,5,8,4,27,11
27,4,9,5,28,10
26,5,10,5,27,11
27,4,11,5,28,10
26,5,12,4,27,11
27,4,12,3,28,10
26,5,11,3,27,11
27,4,12,4,28,10
26,5,12,4,27,11
27,4,11,5,28,10
26,5,11,6,27,11
27,4,11,6,28,10
26,5,11,7,27,11
27,4,12,7,28,10
26,5,11,7,27,11
27,4,12,8,28,10
26,5,13,8,27,11
27,4,14,7,28,10
26,5,15,6,27,11
27,4,15,5,28,10
26,5,15,4,27,11
27,4,15,5,28,10
26,5,16,5,27,11
27,4,16,6,28,10
26,5,17,7,27,11
27,4,16,7,28,10
26,5,15,8,27,11
27,4,16,9,28,10
26,5,16,9,27,11
27,4,17,10,28,10
26,5,17,11,27,11
27,6,17,12,28,10
28,5,16,11,27,11
27,6,15,10,28,10
28,5,14,10,27,11
27,6,15,10,28,10
28,5,15,11,27,11
27,6,16,11,28,10
28,5,16,11,27,11
27,6,15,10,28,10
28,5,16,11,27,11
27,6,17,12,28,10
28,5,16,12,27,11
27,6,16,13,28,10
28,5,15,12,27,11
27,6,15,13,28,10
28,5,15,13,27,11
27,6,15,13,28,10
28,5,15,12,27,11
27,6,16,13,28,10
28,5,15,12,27,11
27,6,16,11,28,10
28,5,16,11,27,11
27,6,15,10,28,10
28,5,14,9,27,11
27,6,13,8,28,10
28,5,12,9,27,11
27,6,11,10,28,10
28,5,10,10,27,11
27,6,10,9,28,10
28,5,9,9,27,11
27,6,8,8,28,10
28,5,9,9,27,11
27,6,8,8,28,10
28,5,8,9,27,11
27,6,9,8,28,10
28,5,9,8,27,11
27,6,10,9,28,10
28,5,11,10,27,11
27,6,11,11,28,10
28,5,10,12,27,11
