Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
2,0,28,16,27,29
16,0,22,11,15,25
15,0,23,10,16,26
14,0,24,11,17,27
13,0,23,10,18,28
12,0,22,9,19,29
11,0,22,10,20,28
10,0,23,9,21,29
9,0,24,8,22,28
8,0,23,8,23,29
7,0,24,7,24,28
6,0,23,6,25,29
5,0,22,5,26,28
4,0,22,5,27,29
3,0,23,5,28,28
2,0,22,5,27,29
1,0,22,5,28,28
2,0,22,6,27,29
1,0,22,7,28,28
2,0,21,8,27,29
1,0,20,7,28,28
2,0,21,6,27,29
1,0,22,5,28,28
2,0,22,5,27,29
1,0,21,6,28,28
2,0,20,5,27,29
1,0,19,4,28,28
2,0,18,4,27,29
1,0,19,4,28,28
2,0,20,4,27,29
1,0,21,3,28,28
2,0,20,3,27,29
1,0,20,4,28,28
2,0,19,4,27,29
1,0,19,3,28,28
2,0,18,4,27,29
1,0,17,5,28,28
2,0,18,5,27,29
1,0,18,6,28,28
2,0,18,7,27,29
1,0,17,8,28,28
2,0,17,7,27,29
1,0,18,7,28,28
2,0,17,6,27,29
1,0,18,7,28,28
2,0,18,8,27,29
1,0,17,9,28,28
2,0,16,8,27,29
1,0,17,9,28,28
2,0,18,8,27,29
1,0,19,9,28,28
2,0,19,9,27,29
1,0,18,8,28,28
2,0,18,7,27,29
1,0,19,8,28,28
2,0,18,8,27,29
1,0,17,8,28,28
2,0,17,8,27,29
1,0,17,7,28,28
2,0,17,6,27,29
1,0,18,7,28,28
2,0,17,7,27,29
1,0,18,6,28,28
2,0,18,6,27,29
1,0,18,5,28,28
2,0,18,4,27,29
1,0,19,4,28,28
2,0,19,3,27,29
1,0,20,3,28,28
2,0,19,4,27,29
1,0,20,4,28,28
2,0,20,5,27,29
1,0,20,5,28,28
2,0,20,5,27,29
1,0,19,6,28,28
2,0,20,7,27,29
1,0,21,7,28,28
2,0,21,7,27,29
1,0,21,6,28,28
2,0,20,7,27,29
1,0,20,6,28,28
2,0,19,6,27,29
1,0,19,7,28,28
2,0,20,8,27,29
1,0,20,8,28,28
2,0,20,8,27,29
1,0,20,9,28,28
2,0,20,9,27,29
1,0,19,9,28,28
2,0,20,9,27,29
1,0,21,8,28,28
2,0,20,9,27,29
1,0,20,8,28,28
2,0,20,7,27,29
1,0,21,7,28,28
2,0,21,6,27,29
1,0,20,7,28,28
2,0,19,6,27,29
1,0,20,6,28,28
2,0,19,7,27,29
1,0,19,8,28,28
2,0,19,9,27,29
1,0,19,8,28,28
2,0,20,8,27,29
1,0,21,8,28,28
2,0,22,9,27,29
1,0,23,9,28,28
2,0,22,10,27,29
1,0,21,9,28,28
2,0,22,9,27,29
1,0,22,10,28,28
2,0,22,11,27,29
1,0,21,10,28,28
2,0,22,11,27,29
1,0,23,11,28,28
2,0,24,10,27,29
1,0,25,11,28,28
2,0,25,11,27,29
1,0,25,12,28,28
2,0,24,13,27,29
1,0,25,13,28,28
2,0,26,12,27,29
1,0,26,13,28,28
2,0,25,12,27,29
1,0,24,13,28,28
2,0,23,12,27,29
1,0,24,12,28,28
2,0,24,13,27,29
1,0,25,14,28,28
2,0,26,15,27,29
1,0,26,16,28,28
2,0,26,15,27,29
1,0,25,14,28,28
2,0,26,14,27,29
1,0,27,15,28,28
2,0,28,16,27,29
