Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
1,0,29,21,18,28
23,3,14,23,4,14
24,2,15,22,5,15
25,1,15,21,6,16
26,0,16,21,7,17
25,0,15,20,8,18
24,0,16,21,9,19
23,0,16,22,10,20
22,0,15,22,11,21
21,0,15,21,12,22
20,0,16,20,13,23
19,0,17,21,14,24
18,0,18,21,15,25
17,0,18,21,16,26
16,0,17,22,17,27
15,0,16,21,18,28
14,0,17,20,19,29
13,0,17,21,18,28
12,0,18,21,19,29
11,0,17,21,18,28
10,0,18,22,19,29
9,0,18,21,18,28
8,0,17,22,19,29
7,0,17,23,18,28
6,0,18,23,19,29
5,0,17,22,18,28
4,0,17,21,19,29
3,0,18,21,18,28
2,0,19,22,19,29
1,0,19,22,18,28
2,0,20,23,19,29
1,0,21,22,18,28
2,0,20,23,19,29
1,0,21,23,18,28
2,0,22,24,19,29
1,0,21,24,18,28
2,0,22,25,19,29
1,0,23,25,18,28
2,0,24,24,19,29
1,0,25,23,18,28
2,0,25,23,19,29
1,0,24,24,18,28
2,0,25,25,19,29
1,0,26,24,18,28
2,0,26,24,19,29
1,0,27,24,18,28
2,0,26,23,19,29
1,0,26,23,18,28
2,0,27,23,19,29
1,0,27,23,18,28
2,0,27,24,19,29
1,0,26,23,18,28
2,0,26,22,19,29
1,0,26,23,18,28
2,0,25,22,19,29
1,0,24,23,18,28
2,0,25,23,19,29
1,0,24,22,18,28
2,0,25,21,19,29
1,0,24,22,18,28
2,0,23,23,19,29
1,0,23,23,18,28
2,0,23,22,19,29
1,0,23,22,18,28
2,0,23,22,19,29
1,0,24,21,18,28
2,0,23,20,19,29
1,0,24,21,18,28
2,0,24,21,19,29
1,0,23,20,18,28
2,0,24,19,19,29
1,0,24,19,18,28
2,0,23,18,19,29
1,0,22,18,18,28
2,0,22,17,19,29
1,0,23,18,18,28
2,0,24,18,19,29
1,0,25,19,18,28
2,0,24,18,19,29
1,0,24,17,18,28
2,0,24,16,19,29
1,0,24,15,18,28
2,0,24,16,19,29
1,0,23,15,18,28
2,0,24,15,19,29
1,0,23,16,18,28
2,0,23,17,19,29
1,0,22,16,18,28
2,0,23,16,19,29
1,0,22,17,18,28
2,0,23,17,19,29
1,0,22,17,18,28
2,0,21,17,19,29
1,0,21,16,18,28
2,0,22,15,19,29
1,0,22,16,18,28
2,0,21,15,19,29
1,0,22,16,18,28
2,0,23,17,19,29
1,0,22,16,18,28
2,0,21,17,19,29
1,0,22,16,18,28
2,0,21,17,19,29
1,0,22,17,18,28
2,0,22,17,19,29
1,0,22,17,18,28
2,0,21,16,19,29
1,0,21,15,18,28
2,0,20,15,19,29
1,0,21,15,18,28
2,0,21,14,19,29
1,0,21,15,18,28
2,0,21,16,19,29
1,0,22,16,18,28
2,0,22,17,19,29
1,0,23,18,18,28
2,0,24,17,19,29
1,0,25,18,18,28
2,0,26,18,19,29
1,0,25,18,18,28
2,0,26,19,19,29
1,0,25,20,18,28
2,0,24,19,19,29
1,0,25,19,18,28
2,0,24,18,19,29
1,0,24,19,18,28
2,0,23,18,19,29
1,0,24,18,18,28
2,0,24,19,19,29
1,0,23,20,18,28
2,0,24,21,19,29
1,0,25,21,18,28
2,0,24,20,19,29
1,0,25,21,18,28
2,0,25,22,19,29
1,0,26,22,18,28
2,0,25,21,19,29
1,0,25,20,18,28
2,0,24,19,19,29
1,0,24,20,18,28
2,0,23,21,19,29
1,0,24,21,18,28
2,0,25,21,19,29
1,0,25,20,18,28
2,0,24,20,19,29
1,0,25,20,18,28
2,0,25,20,19,29
1,0,26,21,18,28
2,0,27,20,19,29
1,0,27,20,18,28
2,0,28,20,19,29
1,0,29,21,18,28
