Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
18,8,0,9,28,26
13,11,2,11,15,11
12,12,3,12,16,12
13,13,4,12,17,13
14,12,4,11,18,12
15,11,5,10,19,13
16,10,6,9,20,14
17,9,6,10,21,15
18,8,7,11,22,16
17,7,7,10,23,17
18,6,7,11,24,18
18,7,6,10,25,19
18,8,7,10,26,20
17,7,6,11,27,21
18,6,7,12,28,22
18,7,7,13,27,23
18,8,7,13,28,24
17,7,7,14,27,25
18,6,6,13,28,26
18,7,6,12,27,27
18,8,5,11,28,26
17,7,4,10,27,27
18,6,4,10,28,26
18,7,4,9,27,27
18,8,3,8,28,26
17,7,2,9,27,27
18,6,1,8,28,26
18,7,1,9,27,27
18,8,1,10,28,26
17,7,1,9,27,27
18,6,2,10,28,26
18,7,1,9,27,27
18,8,0,9,28,26
