Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
1,0,27,21,27,28
14,9,25,18,8,11
15,8,25,17,9,12
16,7,24,18,10,13
17,6,24,19,11,14
18,5,24,20,12,15
19,4,25,20,13,16
20,3,25,19,14,17
21,2,25,19,15,18
22,1,26,19,16,19
23,0,26,19,17,20
22,0,26,19,18,21
21,0,27,18,19,22
20,0,27,17,20,23
19,0,27,18,21,24
18,0,27,19,22,25
17,0,26,20,23,26
16,0,25,21,24,27
15,0,24,22,25,28
14,0,25,21,26,29
13,0,25,22,27,28
12,0,25,22,28,29
11,0,24,22,27,28
10,0,23,21,28,29
9,0,24,22,27,28
8,0,25,23,28,29
7,0,25,23,27,28
6,0,25,23,28,29
5,0,24,24,27,28
4,0,23,25,28,29
3,0,23,24,27,28
2,0,23,23,28,29
1,0,24,24,27,28
2,0,25,24,28,29
1,0,24,24,27,28
2,0,24,23,28,29
1,0,23,23,27,28
2,0,22,22,28,29
1,0,23,22,27,28
2,0,24,21,28,29
1,0,25,22,27,28
2,0,25,22,28,29
1,0,25,23,27,28
2,0,24,24,28,29
1,0,23,23,27,28
2,0,23,22,28,29
1,0,24,22,27,28
2,0,25,22,28,29
1,0,25,21,27,28
2,0,25,22,28,29
1,0,25,23,27,28
2,0,26,23,28,29
1,0,26,24,27,28
2,0,25,23,28,29
1,0,26,24,27,28
2,0,27,24,28,29
1,0,27,24,27,28
2,0,26,24,28,29
1,0,25,24,27,28
2,0,24,23,28,29
1,0,25,22,27,28
2,0,26,23,28,29
1,0,27,24,27,28
2,0,28,24,28,29
1,0,28,23,27,28
2,0,27,22,28,29
1,0,27,21,27,28
