Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
25,0,6,3,19,27
20,8,9,6,10,28
21,8,8,5,9,29
22,7,9,6,9,29
21,6,9,6,8,28
21,5,10,6,9,27
21,5,9,5,8,28
21,5,9,5,9,29
21,6,8,4,9,29
22,7,7,3,9,29
22,7,6,2,8,28
21,6,5,1,9,29
20,5,5,1,8,28
21,4,4,1,9,27
21,4,4,0,8,28
20,4,4,1,7,29
21,4,5,2,6,28
22,5,4,1,7,27
21,5,5,1,8,28
20,5,6,2,9,27
21,4,5,2,8,28
20,5,4,1,9,27
21,5,5,2,10,28
22,5,6,2,11,29
23,4,5,1,12,28
22,4,6,2,13,29
22,3,7,2,13,29
22,4,7,1,14,28
23,5,6,0,15,27
23,4,6,0,16,28
24,3,5,1,15,29
24,2,5,2,16,28
24,2,4,2,17,29
25,1,5,2,17,29
26,2,6,3,17,29
26,1,7,2,18,28
25,0,6,3,19,27
