Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
9,9,6,3,27,17
7,11,15,8,26,10
8,10,14,8,27,11
9,9,15,9,28,12
8,10,16,8,27,13
9,9,17,7,28,14
8,10,17,8,27,15
9,9,16,8,28,16
8,10,17,7,27,17
9,9,17,6,28,16
8,10,16,6,27,17
9,9,17,7,28,16
8,10,16,6,27,17
9,9,15,5,28,16
8,10,15,5,27,17
9,9,15,4,28,16
8,10,14,5,27,17
9,9,15,4,28,16
8,10,16,5,27,17
9,9,15,4,28,16
8,10,16,5,27,17
9,9,17,4,28,16
8,10,16,5,27,17
9,9,15,6,28,16
8,10,16,7,27,17
9,9,15,8,28,16
8,10,14,8,27,17
9,9,15,9,28,16
8,10,15,8,27,17
9,9,14,9,28,16
8,10,15,8,27,17
9,9,16,7,28,16
8,10,15,8,27,17
9,9,14,8,28,16
8,10,14,8,27,17
9,9,13,7,28,16
8,10,12,8,27,17
9,9,13,9,28,16
8,10,14,8,27,17
9,9,13,7,28,16
8,10,13,6,27,17
9,9,12,6,28,16
8,10,12,7,27,17
9,9,11,6,28,16
8,10,12,6,27,17
9,9,11,5,28,16
8,10,10,6,27,17
9,9,9,7,28,16
10,8,9,8,27,17
9,8,8,8,28,16
9,9,8,7,27,17
9,8,7,7,28,16
9,9,7,6,27,17
9,8,8,6,28,16
9,7,7,6,27,17
9,8,6,5,28,16
8,7,5,4,27,17
9,8,4,5,28,16
8,9,4,5,27,17
9,10,5,6,28,16
10,11,5,5,27,17
10,10,5,4,28,16
9,9,6,3,27,17
